代號,名稱,產業,族群,分數,5日漲幅,RSI,成交量,成交值,收盤價,風險
4989,榮科,其他,其他,20,6.44,62.42,16055681,1645707302,102.5,低
6438,迅得,其他,其他,20,6.4,55.56,2538649,442994250,174.5,低
2441,超豐,其他,其他,20,32.39,92.44,20845674,2939240034,141.0,高
6284,佳邦,其他,其他,20,32.76,89.42,5464980,677657520,124.0,高
2439,美律,其他,其他,20,6.64,68.79,3876568,354705972,91.5,中
8070,長華*,其他,其他,20,15.29,59.71,11216798,570935035,50.9,低
8050,廣積,其他,其他,20,13.45,80.35,4788827,278709735,58.2,高
3021,鴻名,其他,其他,20,60.23,95.87,534541,14646423,27.4,高
5351,鈺創,其他,其他,20,9.84,58.99,30178099,2492710931,82.6,低
5302,太欣,其他,其他,20,7.88,39.24,1345810,14736619,10.95,低
3048,益登,其他,其他,20,6.49,85.39,29668228,2142045971,72.2,高
3042,晶技,其他,其他,20,35.94,80.98,20683087,4498571422,217.5,高
3691,碩禾,其他,其他,20,5.96,58.89,3963875,598545125,151.0,低
3687,歐買尬,其他,其他,20,1.42,65.78,561331,40135166,71.5,中
0050,元大台灣50,其他,其他,20,4.85,59.16,152622732,15338584566,100.5,低
0057,富邦摩台,其他,其他,20,5.09,59.74,76322,22866071,299.6,低
3646,艾恩特,其他,其他,20,1.91,60.56,57432,1375496,23.95,低
3037,欣興,PCB,ABF載板|PCB,18,13.26,71.61,25098848,25726319200,1025.0,中
1560,中砂,其他,第三代半導體,17,7.17,70.08,1687066,1209626322,717.0,中
4931,新盛力,其他,BBU,17,8.29,65.98,11291903,2360007727,209.0,中
3323,加百裕,其他,BBU,17,4.52,59.11,4267302,157890174,37.0,低
3017,奇鋐,散熱,散熱,17,3.41,56.85,5060996,13057369680,2580.0,低
6274,台燿,PCB,PCB,16,16.23,59.55,8645600,13314224000,1540.0,低
2201,裕隆,車用電子,汽車零組件|車用電子,16,2.05,45.56,5213657,142593520,27.35,低
4572,駐龍,其他,軍工,16,2.1,45.83,174409,25463714,146.0,低
9944,新麗,其他,其他,15,0.29,68.97,116240,1981891,17.05,中
8936,國統,其他,其他,15,2.6,44.7,5324872,273165929,51.3,低
3702,大聯大,其他,其他,15,-1.62,60.53,10687201,1298494921,121.5,低
8933,愛地雅,其他,其他,15,6.29,23.5,616861,2917752,4.73,低
8935,邦泰,其他,其他,15,-1.98,65.17,700649,13907882,19.85,中
8921,沈氏,其他,其他,15,1.09,60.0,3113,57590,18.5,低
8917,欣泰,其他,其他,15,0.57,47.83,18585,990580,53.3,低
1315,達新,其他,其他,15,0.98,48.28,51059,3145234,61.6,低
1312,國喬,其他,其他,15,3.3,40.95,15110539,165460399,10.95,低
1323,永裕,其他,其他,15,1.26,68.0,133432,2688654,20.15,中
1338,廣華-KY,其他,其他,15,0.94,55.71,468362,7540628,16.1,低
8472,夠麻吉,其他,其他,15,-2.61,58.11,48440,3439240,71.0,低
1314,中石化,其他,其他,15,-1.39,48.57,23315821,165542326,7.1,低
3025,星通,其他,其他,15,16.87,71.33,2254468,170212334,75.5,中
1540,喬福,其他,其他,15,1.43,54.93,558969,11878091,21.25,低
8069,元太,其他,其他,15,1.08,73.99,6082719,1417273527,233.0,中
8064,東捷,其他,其他,15,10.37,64.68,12851099,1709196167,133.0,低
8081,致新,其他,其他,15,4.56,70.62,1753866,502482609,286.5,中
3673,TPK-KY,其他,其他,15,9.16,73.01,41472612,3359281572,81.0,中
3666,光耀,其他,其他,15,4.25,46.09,154658,4361355,28.2,低
4127,天良,其他,其他,15,15.03,75.69,354558,23329917,65.8,高
6279,胡連,其他,其他,15,2.51,47.17,3121948,382438630,122.5,低
2425,承啟,其他,其他,15,1.62,63.44,1596189,55228136,34.6,低
6425,易發,其他,其他,15,5.32,63.84,5926594,563026430,95.0,低
6281,全國電,其他,其他,15,0.0,47.37,268155,13595458,50.7,低
6464,台數科,其他,其他,15,0.0,82.14,62686,4889508,78.0,高
2395,研華,工業電腦,其他,15,5.83,55.34,4606689,2259580954,490.5,低
2442,新美齊,其他,其他,15,0.0,50.91,2653160,49614094,18.7,低
6282,康舒,其他,其他,15,7.65,61.81,52711055,3041427913,57.7,低
6409,旭隼,其他,其他,15,5.43,27.41,1342457,938377443,699.0,低
6416,瑞祺電通,其他,其他,15,-2.53,60.41,751779,66607618,88.6,低
1525,江申,其他,其他,15,16.44,66.51,77747,5341218,68.7,中
1532,勤美,其他,其他,15,0.48,53.49,821861,17094708,20.8,低
1539,巨庭,其他,其他,15,3.23,56.41,137409,2198544,16.0,低
2451,創見,其他,其他,15,2.71,53.29,8831807,2843841854,322.0,低
2399,映泰,其他,其他,15,10.42,61.64,8978470,428273025,47.7,低
6451,訊芯-KY,其他,其他,15,14.03,64.55,5282616,3005808504,569.0,低
2476,鉅祥,其他,其他,15,1.67,60.64,9126734,1113461548,122.0,低
2477,美隆電,其他,其他,15,0.48,50.88,391147,8233644,21.05,低
6271,同欣電,其他,其他,15,18.69,75.61,5477416,1339228212,244.5,高
3169,亞信,其他,其他,15,2.97,59.78,1260428,153142002,121.5,低
3178,公準,其他,其他,15,5.34,53.4,378400,26866400,71.0,低
8032,光菱,其他,其他,15,4.27,60.73,375967,16542548,44.0,低
8049,晶采,其他,其他,15,2.27,72.5,342491,9264381,27.05,中
1604,聲寶,其他,其他,15,0.43,78.95,364963,8503637,23.3,高
4550,長佳,其他,其他,15,0.2,58.93,42113,1050719,24.95,低
2387,精元,其他,其他,15,3.2,47.5,707039,28529022,40.35,低
6506,雙邦,其他,其他,15,-1.05,66.67,250551,4710358,18.8,中
3229,晟鈦,其他,其他,15,19.52,55.64,843112,37940040,45.0,低
3236,千如,其他,其他,15,10.88,79.37,3959252,211819982,53.5,高
3293,鈊象,其他,其他,15,1.22,56.73,2873628,2152347372,749.0,低
2467,志聖,其他,其他,15,5.47,60.36,2717026,1676405042,617.0,低
2404,漢唐,其他,其他,15,5.45,63.71,4488292,5206418720,1160.0,低
2419,仲琦,其他,其他,15,2.44,58.24,8827178,277614754,31.45,低
6525,捷敏-KY,其他,其他,15,7.46,61.43,2469353,302495742,122.5,低
3209,全科,其他,其他,15,-0.76,74.84,3914182,307263287,78.5,中
6470,宇智,其他,其他,15,0.52,54.89,183769,8903608,48.45,低
6242,立康,其他,其他,15,1.73,54.55,25439,970497,38.15,低
4438,廣越,其他,其他,15,2.42,56.94,83988,4980488,59.3,低
3531,先益,其他,其他,15,-0.64,51.22,16449,382439,23.25,低
2377,微星,被動元件,被動元件,15,9.29,71.96,27753416,3427546876,123.5,中
6961,旅天下,其他,其他,15,2.39,39.13,146623,8782717,59.9,低
6982,大井泵浦,其他,其他,15,6.35,63.11,84432,4669089,55.3,低
6988,威力暘-創,其他,其他,15,-1.5,77.46,102537,1686733,16.45,高
6552,易華電,其他,其他,15,18.82,64.42,1137073,38774187,34.1,低
4933,友輝,其他,其他,15,1.36,73.28,1002157,74660696,74.5,中
4935,茂林-KY,其他,其他,15,1.64,49.38,257805,9590346,37.2,低
4958,臻鼎-KY,載板,其他,15,3.51,63.67,20592494,10007952084,486.0,低
5007,三星,其他,其他,15,2.49,46.77,69870,4024511,57.6,低
3288,點晶,其他,其他,15,1.0,58.06,27909,421425,15.1,低
2342,茂矽,其他,其他,15,4.82,45.98,13705996,581134251,42.4,低
2349,錸德,其他,其他,15,7.91,60.91,12256721,167304236,13.65,低
4551,智伸科,其他,其他,15,-2.21,66.13,2136503,331157965,155.0,中
8091,翔名,其他,其他,15,4.88,71.9,456901,117880458,258.0,中
8097,常珵,其他,其他,15,1.4,76.53,62767,3627932,57.8,高
6263,普萊德,其他,其他,15,0.0,64.81,310678,54990006,177.0,低
2489,瑞軒,其他,其他,15,2.56,60.7,70548779,3386341392,48.0,低
6210,慶生,其他,其他,15,0.0,60.67,74967,1578055,21.05,低
6214,精誠,其他,其他,15,1.18,60.61,2319312,299191248,129.0,低
1464,得力,其他,其他,15,-1.46,53.85,720659,7278656,10.1,低
1470,大統新創,其他,其他,15,0.91,45.45,18721,413734,22.1,低
1472,三洋實業,其他,其他,15,1.91,44.62,56389,5103204,90.5,低
9103,美德醫療-DR,其他,其他,15,6.0,61.11,2197365,11646034,5.3,低
9939,宏全,其他,其他,15,-2.38,66.2,1143258,140620734,123.0,中
9942,茂順,其他,其他,15,2.14,40.91,251582,30064049,119.5,低
5014,建錩,其他,其他,15,6.34,74.75,371532,4049698,10.9,中
6236,中湛,其他,其他,15,4.99,100.0,0,0,20.0,高
1506,正道,其他,其他,15,3.47,49.21,497524,5199125,10.45,低
5205,中茂,其他,其他,15,3.3,53.78,11022,258465,23.45,低
3467,台灣精材,其他,其他,15,19.52,53.21,852727,63187069,74.1,低
3491,昇達科,其他,其他,15,8.11,65.33,1089638,2179276000,2000.0,中
6881,潤德,其他,其他,15,-0.18,53.06,14087,3824620,271.5,低
5015,華祺,其他,其他,15,9.32,59.82,25572,615006,24.05,低
6890,來億-KY,其他,其他,15,2.11,70.13,580345,98368477,169.5,中
6902,GOGOLOOK,其他,其他,15,3.07,77.88,411283,55317563,134.5,高
6598,ABC-KY,其他,其他,15,1.85,75.86,138181,3419979,24.75,高
6584,南俊國際,其他,其他,15,1.47,55.68,1375053,948786570,690.0,低
6558,興能高,其他,其他,15,1.41,63.09,2195067,70900662,32.3,低
2254,巨鎧精密-創,其他,其他,15,11.64,41.45,11053,720655,65.2,低
3310,佳穎,其他,其他,15,3.57,57.09,1085552,78811073,72.6,低
5202,力新,其他,其他,15,2.89,41.89,1113884,13867855,12.45,低
3332,幸康,其他,其他,15,1.09,49.57,115274,7504337,65.1,低
4912,聯德控股-KY,其他,其他,15,4.43,63.64,1519258,161041348,106.0,低
4711,永純,其他,其他,15,1.5,64.41,316789,5353733,16.9,低
3150,鈺寶-創,其他,其他,15,0.51,49.23,127809,2537008,19.85,低
3167,大量,其他,其他,15,5.16,62.25,494692,393280140,795.0,低
6194,育富,其他,其他,15,6.64,72.28,98707,3410326,34.55,中
2542,興富發,其他,其他,15,-3.78,60.31,13497623,566900166,42.0,低
6206,飛捷,其他,其他,15,1.09,68.93,3199524,443134074,138.5,中
4419,皇家美食,其他,其他,15,-0.11,54.64,20438,941169,46.05,低
4430,耀億,其他,其他,15,2.07,54.55,119781,2066222,17.25,低
2065,世豐,其他,其他,15,2.9,89.71,99779,3542154,35.5,高
6693,廣閎科,其他,其他,15,5.63,50.75,1535960,230394000,150.0,低
6613,朋億*,其他,其他,15,2.91,62.2,440353,116913721,265.5,低
6615,慧智,其他,其他,15,1.38,58.21,22512,746272,33.15,低
6651,全宇昕,其他,其他,15,16.4,63.33,516756,75187998,145.5,低
5209,新鼎,其他,其他,15,1.81,81.25,55460,9372740,169.0,高
2070,精湛,其他,其他,15,17.67,54.64,3637776,276107203,75.9,低
2105,正新,其他,其他,15,-1.69,47.67,11647532,371556266,31.9,低
8112,至上,其他,其他,15,0.58,43.21,46968014,4039249204,86.0,低
2109,華豐,其他,其他,15,0.71,53.57,181006,2552184,14.1,低
8121,越峰,其他,其他,15,7.1,69.33,2728762,109150480,40.0,中
2618,長榮航,其他,其他,15,0.0,47.06,86205257,3043045506,35.3,低
2636,台驊控股,其他,其他,15,2.44,46.51,445570,29897746,67.1,低
8114,振樺電,其他,其他,15,1.65,64.26,1304010,320786460,246.0,低
2645,長榮航太,其他,其他,15,0.92,50.0,1911787,313533068,164.0,低
5236,凌陽創新,其他,其他,15,2.54,61.61,871484,158174346,181.5,低
5243,乙盛-KY,其他,其他,15,7.59,59.06,10673800,1286192900,120.5,低
5245,智晶,其他,其他,15,1.9,59.02,530403,14214799,26.8,低
3081,聯亞,其他,CPO|光模組|光通訊,15,3.72,50.59,3043505,8065288250,2650.0,低
3083,網龍,其他,其他,15,-2.33,52.94,186259,5066244,27.2,低
3088,艾訊,其他,其他,15,1.82,70.67,2818650,394611000,140.0,中
6138,茂達,其他,其他,15,13.58,68.37,1974893,677388299,343.0,中
3090,日電貿,其他,其他,15,6.38,81.46,2921655,609165067,208.5,高
3105,穩懋,其他,其他,15,9.32,56.47,48717764,25722979392,528.0,低
8466,美吉吉-KY,其他,其他,15,12.68,53.24,292285,4676560,16.0,低
3114,好德,其他,其他,15,2.89,68.7,349236,9935764,28.45,中
8215,明基材,其他,其他,15,3.24,62.04,3492155,100224851,28.7,低
3372,典範,其他,其他,15,8.31,64.71,2336905,50243457,21.5,低
6719,力智,其他,其他,15,6.42,70.57,3974245,987599882,248.5,中
8213,志超,其他,其他,15,3.18,52.96,1620682,63044532,38.9,低
6727,亞泰金屬,其他,其他,15,5.86,59.0,4677274,2703464372,578.0,低
6743,安普新,其他,其他,15,1.56,45.05,552258,16208772,29.35,低
2017,官田鋼,其他,其他,15,5.15,53.25,1113417,10009618,8.99,低
2024,志聯,其他,其他,15,-0.35,47.06,41686,587772,14.1,低
6674,鋐寶科技,其他,其他,15,7.12,46.39,24500,442224,18.05,低
8249,菱光,其他,其他,15,4.98,61.03,1584710,86842106,54.8,低
1440,南紡,其他,其他,15,4.39,43.14,3376118,40175802,11.9,低
3312,弘憶股,其他,其他,15,5.23,67.68,3736853,184226850,49.3,中
1444,力麗,其他,其他,15,1.01,50.57,2956756,17770104,6.01,低
1446,宏和,其他,其他,15,2.25,52.27,292697,4653882,15.9,低
6113,亞矽,其他,其他,15,3.35,60.93,583809,15295796,26.2,低
1447,力鵬,其他,其他,15,-2.88,70.53,2014727,11544385,5.73,中
5609,中菲行,其他,其他,15,-0.5,57.41,228217,18348647,80.4,低
2762,世界健身-KY,其他,其他,15,-1.93,70.39,153294,12462802,81.3,中
2849,安泰銀,其他,其他,15,3.38,42.22,58122,799177,13.75,低
5543,桓鼎-KY,其他,其他,15,0.84,60.24,19604,591060,30.15,低
6855,數泓科,其他,其他,15,5.37,59.09,15597,1684476,108.0,低
6869,雲豹能源,其他,其他,15,2.21,42.11,993188,82831880,83.4,低
1762,中化生,其他,其他,15,5.83,53.49,486995,19455450,39.95,低
3498,陽程,其他,其他,15,-1.02,73.95,1084850,157303250,145.0,中
3434,哲固,其他,其他,15,2.98,64.58,71498,2098466,29.35,低
2006,東和鋼鐵,其他,其他,15,1.37,44.9,3810840,253039781,66.4,低
4767,誠泰科技,其他,其他,15,1.51,50.94,17301,465396,26.9,低
6835,圓裕,其他,其他,15,-0.51,53.95,649160,25317240,39.0,低
4771,望隼,其他,其他,15,2.06,64.1,299217,59394574,198.5,低
2851,中再保,其他,其他,15,-0.98,71.66,2373471,83546181,35.2,中
2852,第一保,其他,其他,15,-0.55,72.73,363957,9790443,26.9,中
3049,精金,其他,其他,15,3.33,45.88,14354214,177992248,12.4,低
3057,喬鼎,其他,其他,15,4.7,38.52,297698,5968844,20.05,低
3059,華晶科,其他,其他,15,-3.13,61.16,12796481,535532710,41.85,低
3060,銘異,其他,其他,15,4.17,54.22,3724964,106906469,28.7,低
3062,建漢,其他,其他,15,3.52,60.83,13010171,382499022,29.4,低
3071,協禧,其他,其他,15,6.57,60.17,1298406,41094549,31.65,低
4167,松瑞藥,其他,其他,15,-0.78,58.49,1607047,30855303,19.2,低
4168,醣聯,其他,其他,15,7.0,78.41,498651,13712902,27.5,高
4175,杏一,其他,其他,15,0.56,47.5,43090,2313933,53.7,低
3609,三一東林,其他,其他,15,0.71,70.29,625794,17647391,28.2,中
3615,安可,其他,其他,15,12.6,72.39,8996537,438131358,48.7,中
8342,益張,其他,其他,15,1.0,63.04,4005,365255,91.2,低
4768,晶呈科技,其他,其他,15,10.09,46.4,2080089,1021323699,491.0,低
8390,金益鼎,其他,其他,15,0.83,78.68,1365405,165214005,121.0,高
8436,大江,其他,其他,15,0.0,44.12,732602,87912240,120.0,低
5520,力泰,其他,其他,15,0.24,68.75,3020,248848,82.4,中
2886,兆豐金,其他,其他,15,-1.0,45.65,36793957,1464399460,39.8,低
5538,東明-KY,其他,其他,15,1.75,64.73,45175,1578866,34.95,低
5484,慧友,其他,其他,15,11.68,68.31,1706558,79952239,46.85,中
4722,國精化,其他,其他,15,4.41,62.12,909025,247254800,272.0,低
5522,遠雄,其他,其他,15,2.27,57.25,1325230,95416560,72.0,低
4739,康普,其他,其他,15,3.81,61.51,4849556,476226384,98.2,低
6757,台灣虎航,其他,其他,15,1.11,40.35,2166804,118740857,54.8,低
6761,穩得,其他,其他,15,14.07,58.67,1289979,287665317,223.0,低
6762,達亞,其他,其他,15,-8.51,70.77,17793,3060396,172.0,中
6831,邁科,其他,其他,15,1.15,87.2,496212,392007480,790.0,高
6834,天二科技,其他,其他,15,5.86,70.51,1514654,106783107,70.5,中
1726,永記,其他,其他,15,0.0,55.26,56366,4340182,77.0,低
4729,熒茂,其他,其他,15,2.7,66.53,1296029,32011917,24.7,中
1732,毛寶,其他,其他,15,0.0,51.61,359791,9570440,26.6,低
5512,力麒,其他,其他,15,1.01,50.7,2204566,15387870,6.98,低
2911,麗嬰房,其他,其他,15,5.44,76.66,478425,3985280,8.33,高
2908,特力,其他,其他,15,1.9,76.19,311780,6687681,21.45,高
2923,鼎固-KY,其他,其他,15,11.74,32.13,73735,1754892,23.8,低
2948,寶陞,其他,其他,15,0.53,49.63,5001,190038,38.0,低
3003,健和興,其他,其他,15,2.81,66.33,1964198,122173117,62.2,中
2916,滿心,其他,其他,15,-0.67,82.6,455858,19898202,43.65,高
3008,大立光,其他,其他,15,-1.01,67.92,1348800,4619640000,3425.0,中
3013,晟銘電,其他,其他,15,16.92,60.4,5129681,602737517,117.5,低
1309,台達化,其他,其他,15,3.83,44.83,12985054,211007127,16.25,低
4108,懷特,其他,其他,15,4.58,57.14,292420,3669871,12.55,低
3030,德律,其他,其他,15,7.21,55.04,7042147,2880238123,409.0,低
3712,永崴投控,其他,其他,15,5.73,25.45,1452630,24113658,16.6,低
9110,越南控-DR,其他,其他,15,7.54,38.71,112000,303520,2.71,低
0055,元大MSCI金融,其他,其他,15,2.53,57.37,614405,21412013,34.85,低
