Date,Adj Close,Close,High,Low,Open,Volume
2024-05-27,29.225849151611328,31.0,31.450000762939453,30.899999618530273,31.049999237060547,1418720
2024-05-28,29.508678436279297,31.299999237060547,31.450000762939453,30.950000762939453,31.100000381469727,1744490
2024-05-29,29.131572723388672,30.899999618530273,31.399999618530273,30.899999618530273,31.399999618530273,1346873
2024-05-30,28.754465103149414,30.5,30.799999237060547,30.399999618530273,30.799999237060547,1735147
2024-05-31,29.320127487182617,31.100000381469727,31.100000381469727,30.600000381469727,30.600000381469727,2731529
2024-06-03,29.508678436279297,31.299999237060547,32.20000076293945,31.25,31.350000381469727,5914373
2024-06-04,29.1787109375,30.950000762939453,31.299999237060547,30.950000762939453,31.299999237060547,1342694
2024-06-05,29.084434509277344,30.850000381469727,31.149999618530273,30.799999237060547,31.0,934916
2024-06-06,28.990158081054688,30.75,30.950000762939453,30.600000381469727,30.850000381469727,1613548
2024-06-07,29.414403915405273,31.200000762939453,31.350000381469727,30.75,30.75,1850725
2024-06-11,29.084434509277344,30.850000381469727,31.149999618530273,30.75,30.899999618530273,1074079
2024-06-12,29.084434509277344,30.850000381469727,30.950000762939453,30.75,30.75,836093
2024-06-13,28.848743438720703,30.600000381469727,31.200000762939453,30.5,30.899999618530273,1824630
2024-06-14,28.848743438720703,30.600000381469727,30.799999237060547,30.5,30.600000381469727,1339216
2024-06-17,28.80160140991211,30.549999237060547,30.75,30.549999237060547,30.600000381469727,1122692
2024-06-18,29.037294387817383,30.799999237060547,30.799999237060547,30.5,30.649999618530273,1890516
2024-06-19,28.990158081054688,30.75,30.899999618530273,30.649999618530273,30.850000381469727,1363500
2024-06-20,29.1787109375,30.950000762939453,31.0,30.700000762939453,30.75,2382343
2024-06-21,29.508678436279297,31.299999237060547,31.299999237060547,30.950000762939453,30.950000762939453,3350691
2024-06-24,29.225849151611328,31.0,31.399999618530273,31.0,31.200000762939453,1425744
2024-06-25,29.320127487182617,31.100000381469727,31.450000762939453,31.049999237060547,31.399999618530273,1481564
2024-06-26,29.367263793945312,31.149999618530273,31.25,31.149999618530273,31.25,1260281
2024-06-27,29.084434509277344,30.850000381469727,31.100000381469727,30.649999618530273,31.0,1887750
2024-06-28,29.131572723388672,30.899999618530273,31.200000762939453,30.649999618530273,30.649999618530273,1678012
2024-07-01,29.367263793945312,31.149999618530273,31.450000762939453,31.100000381469727,31.149999618530273,1590771
2024-07-02,29.225849151611328,31.0,31.100000381469727,30.850000381469727,31.0,1058900
2024-07-03,29.4615421295166,31.25,31.299999237060547,30.950000762939453,31.0,2276629
2024-07-04,29.602956771850586,31.399999618530273,31.600000381469727,31.299999237060547,31.350000381469727,4657598
2024-07-05,29.980064392089844,31.799999237060547,32.0,31.549999237060547,31.549999237060547,5119569
2024-07-08,30.357173919677734,32.20000076293945,32.45000076293945,32.0,32.0,5786418
2024-07-09,30.16861915588379,32.0,32.5,31.700000762939453,32.5,3203316
2024-07-10,29.980064392089844,31.799999237060547,32.150001525878906,31.75,31.950000762939453,1848382
2024-07-11,29.83864974975586,31.649999618530273,31.899999618530273,31.549999237060547,31.850000381469727,1501567
2024-07-12,30.16861915588379,32.0,32.150001525878906,31.600000381469727,31.649999618530273,3460953
2024-07-15,29.980064392089844,31.799999237060547,32.29999923706055,31.799999237060547,32.29999923706055,1974922
2024-07-16,29.697235107421875,31.5,31.899999618530273,31.450000762939453,31.799999237060547,1688113
2024-07-17,30.12148094177246,31.950000762939453,32.20000076293945,31.600000381469727,31.700000762939453,4127542
2024-07-18,30.262895584106445,32.099998474121094,32.150001525878906,31.5,31.649999618530273,2944215
2024-07-19,29.272987365722656,31.049999237060547,32.099998474121094,31.049999237060547,32.099998474121094,4531122
2024-07-22,29.037294387817383,30.799999237060547,31.100000381469727,30.549999237060547,30.799999237060547,2009014
2024-07-23,29.320127487182617,31.100000381469727,31.5,30.850000381469727,31.200000762939453,2622075
2024-07-26,28.80160140991211,30.549999237060547,31.049999237060547,30.200000762939453,31.049999237060547,2956316
2024-07-29,28.377357482910156,30.100000381469727,30.850000381469727,30.100000381469727,30.75,2906260
2024-07-30,28.56591033935547,30.299999237060547,30.299999237060547,29.700000762939453,30.299999237060547,2535083
2024-07-31,28.943017959594727,30.700000762939453,31.350000381469727,29.899999618530273,30.200000762939453,7748408
2024-08-01,29.037294387817383,30.799999237060547,31.5,30.700000762939453,31.200000762939453,4806350
2024-08-02,28.377357482910156,30.100000381469727,30.450000762939453,30.100000381469727,30.450000762939453,2015818
2024-08-05,26.303264617919922,27.899999618530273,29.399999618530273,27.75,29.399999618530273,5350149
2024-08-06,26.868927001953125,28.5,28.600000381469727,27.049999237060547,28.25,3558100
2024-08-07,27.387449264526367,29.049999237060547,29.149999618530273,28.600000381469727,28.649999618530273,2743800
2024-08-08,26.96320343017578,28.600000381469727,29.0,28.399999618530273,28.700000762939453,1503064
2024-08-09,27.387449264526367,29.049999237060547,29.450000762939453,28.850000381469727,28.899999618530273,2271080
2024-08-12,27.528865814208984,29.200000762939453,29.549999237060547,29.200000762939453,29.299999237060547,820804
2024-08-13,27.387449264526367,29.049999237060547,29.299999237060547,28.899999618530273,29.299999237060547,1053229
2024-08-14,27.811697006225586,29.5,29.799999237060547,29.200000762939453,29.299999237060547,1364601
2024-08-15,27.481725692749023,29.149999618530273,29.649999618530273,29.100000381469727,29.5,937050
2024-08-16,27.576004028320312,29.25,29.600000381469727,29.25,29.600000381469727,1199889
2024-08-19,27.576004028320312,29.25,29.399999618530273,29.149999618530273,29.25,572299
2024-08-20,27.576004028320312,29.25,29.5,29.149999618530273,29.5,822684
2024-08-21,27.811697006225586,29.5,29.600000381469727,29.149999618530273,29.149999618530273,878328
2024-08-22,28.943017959594727,30.700000762939453,31.649999618530273,29.450000762939453,29.5,17315204
2024-08-23,28.754465103149414,30.5,30.799999237060547,30.100000381469727,30.5,6635150
2024-08-26,28.943017959594727,30.700000762939453,31.299999237060547,30.450000762939453,30.649999618530273,4981559
2024-08-27,29.1787109375,30.950000762939453,31.299999237060547,30.350000381469727,30.399999618530273,2678601
2024-08-28,29.131572723388672,30.899999618530273,31.25,30.799999237060547,31.0,2082394
2024-08-29,29.367263793945312,31.149999618530273,31.950000762939453,30.600000381469727,30.75,5662563
2024-08-30,29.697235107421875,31.5,31.5,31.0,31.350000381469727,3327032
2024-09-02,29.367263793945312,31.149999618530273,31.799999237060547,31.049999237060547,31.5,2300374
2024-09-03,28.848743438720703,30.600000381469727,31.299999237060547,30.549999237060547,31.299999237060547,1310001
2024-09-04,27.6702823638916,29.350000381469727,29.899999618530273,29.100000381469727,29.600000381469727,3724200
2024-09-05,27.764556884765625,29.450000762939453,29.950000762939453,29.450000762939453,29.700000762939453,1160767
2024-09-06,27.905973434448242,29.600000381469727,29.75,29.200000762939453,29.600000381469727,935509
2024-09-09,27.764556884765625,29.450000762939453,29.549999237060547,28.899999618530273,29.0,1338695
2024-09-10,27.29317283630371,28.950000762939453,29.5,28.799999237060547,29.350000381469727,2365643
2024-09-11,27.576004028320312,29.25,29.450000762939453,29.0,29.0,726421
2024-09-12,28.471633911132812,30.200000762939453,30.200000762939453,29.549999237060547,29.600000381469727,1956749
2024-09-13,28.51877212524414,30.25,30.549999237060547,30.149999618530273,30.399999618530273,1153529
2024-09-16,29.367263793945312,31.149999618530273,31.299999237060547,30.200000762939453,30.299999237060547,3543476
2024-09-18,29.932926177978516,31.75,32.79999923706055,31.700000762939453,31.75,21180486
