代號,產業,族群,分數,5日漲幅,RSI,成交量,成交值,風險
6438,其他,其他,19,4.82,41.46,1753294,305073156,低
2498,其他,其他,19,-1.76,63.55,13827877,617414729,低
2852,其他,其他,19,-0.92,72.73,453239,12169467,中
2762,其他,其他,19,-2.41,70.22,52324,4243476,中
2535,其他,其他,19,4.56,61.98,918169,71617182,低
6416,其他,其他,19,3.85,62.94,419048,38426700,低
4155,其他,其他,19,2.08,71.83,591053,8718031,中
4207,其他,其他,19,0.52,77.78,235075,4548701,高
3580,其他,其他,19,7.11,62.27,3465768,370837176,低
6863,其他,其他,19,1.82,58.95,182100,20395200,低
4933,其他,其他,19,3.03,58.62,1045135,78071581,低
6919,其他,其他,19,13.8,59.56,9400727,1015278516,低
6894,其他,其他,19,8.98,63.24,152126,56286620,低
6151,其他,其他,19,5.55,65.57,1720668,76913860,中
4558,其他,其他,19,1.78,61.11,60000,1200000,低
2241,其他,其他,19,8.35,67.82,1702111,61871732,中
2059,其他,其他,19,9.33,51.5,561624,2763190080,低
2030,其他,其他,19,4.35,63.79,1773357,31920426,低
2032,其他,其他,19,9.76,61.26,2386906,42964308,低
6890,其他,其他,19,3.35,64.56,430004,72885678,低
8049,其他,其他,19,2.5,69.86,438489,11685731,中
3066,其他,其他,19,-0.48,66.13,402683,8315403,中
6192,其他,其他,19,3.15,60.98,413000,54103000,低
4432,其他,其他,19,0.0,78.49,42235,709547,高
6189,其他,其他,19,7.39,62.71,1756801,90650928,低
2008,其他,其他,19,0.9,58.62,26017,732378,低
4550,其他,其他,19,0.81,57.89,17334,433350,低
3551,其他,其他,19,7.51,43.8,1975427,409901102,低
1612,其他,其他,19,3.22,46.43,1570622,57955954,低
3219,其他,其他,19,4.38,65.81,794509,68089418,中
3213,其他,其他,19,4.78,64.29,605149,72920454,低
3426,其他,其他,19,0.1,57.14,5000,238750,低
4767,其他,其他,19,0.56,53.57,16000,427200,低
3374,其他,其他,19,8.44,61.68,11381170,2850983085,低
3171,其他,其他,19,5.09,59.01,28103,1972830,低
6855,其他,其他,19,9.9,65.0,21725,2411475,低
4938,其他,筆電AI,19,6.14,49.11,18083683,1468395004,低
6506,其他,其他,19,0.53,70.89,163265,3118361,中
6494,其他,其他,19,8.89,58.54,419103,24643256,低
3558,其他,其他,19,9.79,65.42,685500,88429500,中
3556,其他,其他,19,8.72,62.5,414292,23241780,低
3563,其他,其他,19,-0.11,53.41,2522410,2249989720,低
4729,其他,其他,19,1.69,67.34,1280060,30721440,中
4744,其他,其他,19,1.34,64.86,197234,6735541,低
4747,其他,其他,19,-1.4,57.14,76763,4337109,低
6136,其他,其他,19,2.81,57.29,409216,10475929,低
4807,其他,其他,19,2.14,62.77,212001,5056223,低
2436,其他,其他,19,8.77,56.95,12132852,947575722,低
3043,其他,其他,19,7.4,60.92,282450,5945572,低
6113,其他,其他,19,8.91,62.59,557144,14987173,低
4908,其他,1.6T,19,5.06,57.19,4658995,1209009202,低
3294,其他,其他,19,-1.73,74.21,2269468,90324824,中
6573,其他,其他,19,-4.96,54.0,364299,4881606,低
6844,其他,其他,19,-0.91,67.86,31379,2052186,中
6757,其他,其他,19,5.63,62.42,1204213,65509189,低
4987,其他,其他,19,0.12,66.67,0,0,中
5515,其他,其他,19,2.26,57.5,542120,22064284,低
2420,其他,其他,19,6.11,71.34,926894,57930875,中
6584,其他,其他,19,9.55,44.89,735626,506110688,低
6606,其他,其他,19,1.41,65.62,106000,2665899,中
5543,其他,其他,19,5.01,60.98,17000,516799,低
5289,其他,其他,19,1.49,57.31,4145924,7048070800,低
5227,其他,儲能,19,-3.71,72.51,236983,5841630,中
5410,其他,其他,19,1.32,65.29,767155,29420393,中
5210,其他,其他,19,0.18,47.8,564407,15380090,低
5353,其他,其他,19,4.65,59.18,131530,3551310,低
5347,其他,晶圓代工,19,4.4,37.42,32348400,5369834400,低
5511,其他,其他,19,-0.14,56.94,208663,15023736,低
5309,其他,其他,19,1.18,62.7,14971893,1025574670,低
5464,其他,其他,19,5.33,78.84,422761,30058306,高
3231,其他,ODM代工,19,9.96,58.54,68843252,10257644548,低
3438,其他,其他,19,9.96,59.26,1269426,93937524,低
2330,半導體,2奈米,19,5.26,48.91,34742201,79907062300,低
6691,其他,其他,19,3.69,52.41,611859,395260914,低
3227,其他,其他,19,1.34,57.04,2895710,655878315,低
6706,其他,其他,19,3.16,48.19,12974827,2328981446,低
2355,其他,其他,19,5.92,64.27,29378068,1839067011,低
2397,其他,其他,19,4.49,59.74,586123,36867137,低
3257,其他,其他,19,6.19,58.32,1187698,64610773,低
6642,其他,其他,19,-0.12,71.8,1095036,91545007,中
8932,其他,其他,19,1.11,64.21,3080010,308001000,低
8249,其他,其他,19,0.57,56.59,1869920,99105760,低
8299,其他,DRAM,19,9.49,52.57,10459794,25940289120,低
1533,其他,其他,19,1.71,77.78,596514,23055267,高
8213,其他,其他,19,6.46,59.53,1627631,64372804,低
2883,其他,金融,19,3.24,48.42,108615064,2422115844,低
8342,其他,其他,19,0.33,64.44,2000,183000,低
6237,其他,其他,19,5.25,71.11,1866142,95359853,中
3715,其他,其他,19,4.99,37.41,16524143,2957821597,低
8104,其他,其他,19,4.82,54.71,1272288,45675141,低
1762,其他,其他,19,2.45,60.88,543340,21570598,低
8150,其他,其他,19,5.47,52.55,50921726,4420005972,低
8354,其他,其他,19,2.74,61.74,108160,1822496,低
8147,其他,其他,18,-3.84,58.37,1543913,270956731,低
1721,其他,其他,18,7.68,50.37,7602747,229222819,低
3229,其他,其他,18,18.18,50.9,1026574,44707296,低
6664,其他,其他,18,15.8,49.89,1483665,674325742,低
6679,其他,其他,18,5.1,57.96,711787,234889710,低
1608,其他,電纜,18,6.83,45.26,3216295,108228331,低
6269,其他,其他,18,15.54,43.01,4750024,307326538,低
3713,其他,其他,18,20.0,65.0,466003,7269646,低
6456,其他,其他,18,11.01,42.76,17515508,1306656870,低
2014,其他,鋼鐵,18,5.88,47.83,8430805,151754490,低
3526,其他,其他,18,4.64,47.18,750893,279332196,低
8021,其他,其他,18,15.86,54.67,8698772,4036230208,低
2645,其他,觀光,18,5.9,52.63,1850343,298830394,低
8454,其他,其他,18,-1.83,57.03,708878,133269064,低
3169,其他,其他,18,4.85,60.22,1176926,140054194,低
2352,其他,其他,18,5.76,64.97,8050448,221789836,低
4977,其他,其他,18,10.29,49.52,6102685,1406668892,低
6609,其他,工具機,18,12.48,57.37,1311288,60843765,低
2402,其他,其他,18,10.99,47.03,12472809,856881940,低
4741,其他,其他,18,17.01,50.35,908364,56863585,低
3430,其他,其他,18,2.52,56.99,1619079,263100337,低
2413,其他,其他,18,0.51,63.47,2941359,145744336,低
3518,其他,其他,18,14.53,52.49,2588694,96946592,低
6021,其他,其他,18,12.22,50.0,630249,21995691,低
2434,其他,其他,18,11.78,54.86,267901,8894313,低
2426,其他,其他,18,12.92,54.19,19354484,1505778914,低
3024,其他,其他,18,-9.83,63.8,7518488,120671726,低
6026,其他,其他,18,9.3,46.38,8371857,137717054,低
3708,其他,能源,18,7.3,48.57,990436,123804500,低
6208,其他,其他,18,-0.85,59.83,1637543,152291499,低
1604,其他,其他,17,1.08,75.0,437318,10211375,中
8908,其他,其他,17,0.12,80.77,284921,11596284,高
3005,其他,其他,17,3.92,61.28,4499592,465707772,低
6152,其他,其他,17,0.32,59.76,2816424,44077034,低
4532,其他,其他,17,1.27,67.24,1172475,28080777,中
3010,其他,其他,17,12.0,53.61,1735590,242982600,低
6530,其他,其他,17,11.88,49.18,2033748,229813524,低
5520,其他,其他,17,0.24,80.77,26202,2153804,高
2367,其他,其他,17,4.84,60.14,40048888,2687280323,低
6804,其他,其他,17,5.54,66.67,18301,296476,中
2609,航運,海運,17,4.57,58.33,32792946,1724908909,低
4153,其他,其他,17,-0.16,57.14,38676,1187353,低
3717,其他,其他,16,2.23,55.62,4266415,97914227,低
1723,其他,其他,16,1.63,59.2,714476,57872556,低
1418,其他,其他,16,5.03,48.72,139635,2625137,低
1423,其他,其他,16,1.72,53.78,43216,1793464,低
1726,其他,其他,16,0.13,60.47,46137,3547935,低
1527,其他,其他,16,0.46,54.72,820641,26834961,低
3516,其他,其他,16,2.17,63.79,150062,3526457,低
4754,其他,其他,16,0.26,64.29,22443,855078,低
4935,其他,其他,16,3.04,40.48,184100,6857725,低
3379,其他,其他,16,0.37,56.32,609094,24790126,低
6861,其他,其他,16,-7.25,54.45,1953425,824345350,低
2337,其他,光通訊,16,10.28,45.16,242364279,37687645384,低
2354,其他,其他,16,3.83,36.96,11035714,658832134,低
5443,其他,其他,16,8.58,51.33,5336584,675077876,低
4974,其他,其他,16,2.85,62.82,444000,33655201,低
4989,其他,其他,16,9.94,41.59,13135090,1306941455,低
5203,其他,其他,16,0.15,32.31,373131,24216202,低
3321,其他,其他,16,9.24,52.94,624109,10329003,低
6830,其他,其他,16,6.78,29.83,1682695,1324280965,低
6261,其他,其他,16,3.06,33.68,4138121,488298278,低
5356,其他,其他,16,2.27,48.84,51734,1396818,低
5291,其他,其他,16,2.65,62.24,1017609,74896020,低
2362,其他,其他,16,5.8,56.32,1376124,56489889,低
2328,其他,其他,16,6.53,50.5,9401950,505824902,低
2374,其他,AI安控,16,2.54,52.56,9623905,777611553,低
6612,其他,其他,16,-2.16,59.17,63612,4611870,低
3363,其他,高速光通訊,16,9.01,53.09,3859590,3269072730,低
6242,其他,其他,16,1.47,52.83,24573,935002,低
1537,其他,其他,16,0.8,63.16,118353,14853301,低
6243,其他,其他,16,4.21,54.18,747316,26828645,低
6126,其他,其他,16,3.08,62.57,2287446,80289351,低
3044,其他,其他,16,5.33,52.41,4418116,2182549304,低
4771,其他,其他,16,3.75,59.3,237322,45921807,低
4924,其他,其他,16,2.68,58.54,225479,2593008,低
4934,其他,其他,16,6.25,51.59,2051194,36613813,低
4581,其他,其他,16,2.34,54.67,36000,1814400,低
4584,其他,其他,16,2.74,57.79,22000,948199,低
4735,其他,其他,16,0.49,59.68,32622,1008019,低
2459,其他,其他,16,1.67,54.35,299379,20058393,低
6498,其他,其他,16,-1.43,60.24,210471,21783748,低
2405,其他,其他,16,5.81,61.54,2407752,39487131,低
6533,其他,ASIC伺服器,16,9.4,50.52,1284383,314031643,低
2412,其他,其他,16,-1.44,54.05,15600125,2137217125,低
6859,其他,其他,16,3.4,48.28,129303,15710314,低
3207,其他,其他,16,11.36,58.44,1431215,92599606,低
3178,其他,其他,16,8.69,53.95,242493,17289751,低
6574,其他,其他,16,-0.43,50.39,60110,7032870,低
5538,其他,其他,16,2.53,61.17,26000,895700,低
5609,其他,其他,16,0.25,55.77,205812,16506121,低
3057,其他,其他,16,5.82,48.7,360266,7205320,低
6916,其他,其他,16,8.85,47.37,63136,1164859,低
1904,其他,其他,16,2.72,60.8,1474226,27862870,低
4510,其他,工具機,16,4.31,53.73,6702484,324735354,低
3054,其他,其他,16,2.68,54.38,351125,24227625,低
6195,其他,其他,16,-0.19,61.76,47608,1242568,低
3015,其他,零組件,16,6.01,52.25,690787,35920924,低
2236,其他,其他,16,8.43,57.3,419522,59362363,低
6154,其他,其他,16,1.14,60.61,24260,323871,低
4561,其他,其他,16,2.31,53.73,1803035,87988106,低
6160,其他,其他,16,0.62,56.04,174380,2816236,低
3147,其他,其他,16,3.36,60.26,315747,58255321,低
6101,其他,其他,16,4.91,54.94,185043,7512745,低
8077,其他,其他,16,7.19,64.2,1000,44000,低
4111,其他,其他,16,-1.15,44.44,132664,3979920,低
4569,其他,其他,16,3.23,57.14,182197,34981824,低
3535,其他,其他,16,8.33,36.97,4056663,527366190,低
6982,其他,其他,16,7.18,59.81,111029,6128800,低
6944,其他,其他,16,0.76,47.2,541628,504255668,低
1817,其他,其他,16,-0.76,56.12,32947,1291522,低
1776,其他,其他,16,1.4,56.67,132727,2408994,低
3038,其他,其他,16,4.91,53.09,829530,19493955,低
2834,其他,其他,16,0.62,50.0,32873914,530913698,低
3705,其他,其他,16,-0.18,64.29,170999,9541744,低
2849,其他,其他,16,4.94,46.81,174113,2402759,低
8046,其他,ABF載板,16,11.76,39.36,28746510,25411914840,低
8048,其他,其他,16,4.78,53.16,349522,22229598,低
8071,其他,其他,16,-0.76,61.27,990558,19315881,低
8054,其他,其他,16,0.94,50.77,3006188,323165210,低
4198,其他,其他,16,4.19,49.52,9120,362975,低
4305,其他,其他,16,-0.34,52.94,18003,793932,低
3570,其他,其他,16,-0.29,63.27,33842,5786982,低
3597,其他,其他,16,2.57,64.2,207159,5790094,低
6210,其他,其他,16,0.71,62.07,17754,376384,低
2486,其他,雲端,16,6.98,49.24,10087698,2784204648,低
2483,其他,其他,16,8.55,59.66,1136095,28856812,低
2488,其他,其他,16,1.92,60.61,167684,8904020,低
2612,其他,其他,16,5.11,44.44,1140090,65669182,低
2618,其他,其他,16,1.46,44.74,67312823,2342486189,低
8921,其他,其他,16,0.0,45.16,1000,18500,低
2603,航運,海運,16,-0.47,48.18,33933427,7176919810,低
8935,其他,其他,16,0.76,60.64,515180,10200563,低
8383,其他,其他,16,9.65,37.83,1545799,93057100,低
1465,其他,其他,16,2.5,50.0,87343,1074318,低
8996,其他,其他,16,8.61,45.23,3882571,4406718085,低
6244,其他,其他,15,3.71,44.69,6781115,199025727,低
2417,其他,其他,15,5.8,45.93,2488028,124899007,低
2923,其他,其他,15,16.55,38.75,97690,2339675,低
2243,其他,其他,15,13.64,37.79,493050,11709937,低
4721,其他,其他,15,8.0,45.27,1131437,102281906,低
3709,其他,其他,15,3.48,52.37,3203525,276464217,低
8131,其他,其他,15,3.16,43.51,4391809,286785141,低
3594,其他,其他,15,10.42,44.86,816575,43686762,低
4533,其他,其他,15,0.95,52.38,5448624,174355968,低
3523,其他,其他,15,32.13,55.28,24746,326647,低
6715,其他,其他,15,-12.64,52.88,512572,235526834,低
4968,其他,其他,15,8.56,49.12,1358798,163735159,低
3437,其他,其他,15,8.23,36.76,4185862,107367358,低
3234,其他,其他,15,6.7,50.9,2087410,216046935,低
2392,其他,其他,15,5.62,39.64,3195688,120157863,低
3362,其他,其他,15,-0.88,54.55,1285737,144645412,低
2365,其他,其他,15,6.26,53.58,6142765,229432263,低
5223,其他,其他,14,6.47,59.76,60100,1532550,低
5015,其他,其他,14,9.09,58.93,77845,1868280,低
6180,其他,其他,14,1.78,55.81,874600,34940270,低
8422,其他,其他,14,7.2,43.33,12419952,342169668,低
6431,其他,其他,14,-0.72,59.7,154000,3187800,低
3017,其他,AI電源,14,6.85,43.56,5225310,13455173250,低
2496,其他,其他,14,1.09,55.56,23251,1511315,低
3609,其他,其他,14,-6.71,67.72,293564,7955584,中
3050,其他,其他,14,6.69,58.0,1571056,20030964,低
3047,其他,其他,14,6.51,56.98,2530033,39342013,低
8110,其他,其他,14,1.31,51.58,12779511,640253481,低
5306,其他,其他,14,-0.6,59.5,174275,14464825,低
5016,其他,其他,14,5.24,55.24,159683,4167726,低
5205,其他,其他,14,7.43,62.4,1000,23850,低
2314,其他,其他,14,6.85,67.79,729824,11385254,中
4609,其他,其他,14,-5.45,57.43,42000,218399,低
2002,其他,鋼鐵,14,5.52,53.42,96944022,1851630857,低
4108,其他,其他,14,8.66,57.14,573380,7195919,低
5438,其他,其他,14,4.32,39.73,627668,12113991,低
5381,其他,其他,14,5.86,61.9,1310568,34336882,低
6776,其他,其他,14,2.98,57.89,444275,26078942,低
5245,其他,其他,13,-2.09,44.83,153556,3961744,低
5276,其他,其他,13,6.7,43.65,51251,1019894,低
4942,其他,其他,13,2.71,50.94,168000,6375600,低
6811,其他,其他,13,2.19,47.06,229101,48111210,低
3324,其他,水冷,13,10.22,43.19,2860677,2960800695,低
6203,其他,其他,13,2.61,49.3,260007,18408496,低
6279,其他,其他,13,-0.85,31.71,641026,74679529,低
8234,其他,其他,13,8.85,46.32,1162287,82871066,低
2739,其他,其他,13,0.43,49.38,92441,3207702,低
3632,其他,其他,13,15.3,54.44,84278,736589,低
1529,其他,其他,13,10.32,46.55,2027016,45506510,低
6270,其他,其他,13,2.87,41.75,508531,13679483,低
2497,其他,其他,13,3.21,39.17,357145,20678696,低
6118,其他,其他,13,2.87,51.37,549596,9865248,低
6465,其他,其他,13,4.73,52.15,520403,26488513,低
3049,其他,其他,13,5.81,45.35,8887377,113314056,低
3176,其他,其他,13,-6.98,54.09,1197440,41491297,低
6164,其他,其他,13,6.81,41.18,692834,8695066,低
6150,其他,其他,13,1.21,40.58,1261726,84283300,低
2838,其他,其他,13,2.24,48.78,1663027,34092053,低
3022,其他,其他,13,8.73,46.07,1040410,76470135,低
6217,其他,其他,13,15.48,49.19,1108401,305918676,低
6996,其他,其他,13,-0.26,51.94,185475,35518462,低
4554,其他,其他,13,-0.32,53.88,27976,863059,低
6922,其他,其他,13,2.19,45.9,190402,35605174,低
3680,其他,其他,13,10.08,45.6,4130877,2300898489,低
4763,其他,其他,13,3.49,47.62,6828498,293966833,低
3290,其他,其他,13,2.36,52.07,968286,46138829,低
4580,其他,其他,13,1.1,54.24,99835,8226404,低
3531,其他,其他,13,-0.86,54.55,12010,278031,低
3533,其他,其他,13,11.18,53.31,1201796,3106642660,低
3550,其他,其他,13,4.62,37.01,2896211,62268536,低
6933,其他,其他,13,4.05,46.48,239018,39916006,低
2025,其他,其他,13,3.86,51.46,355177,4297641,低
4549,其他,其他,13,2.99,40.51,238789,24714661,低
3679,其他,其他,13,2.58,47.62,67245,8035777,低
3686,其他,其他,13,6.12,52.43,488649,8893412,低
8109,其他,其他,13,-3.95,49.15,349800,42500700,低
1341,其他,其他,13,1.31,50.0,4244,262279,低
3567,其他,其他,13,6.42,45.99,146729,4255141,低
3665,其他,其他,13,17.78,35.67,1915270,4567918950,低
8092,其他,其他,13,-2.23,47.17,138368,2421440,低
3669,其他,其他,13,5.84,31.88,283000,11022850,低
5490,其他,其他,13,1.23,52.58,437701,12583903,低
5263,其他,其他,13,-3.17,54.84,320669,34311583,低
5244,其他,其他,13,6.45,42.08,706020,28558509,低
3354,其他,其他,13,2.36,44.18,1692298,54999685,低
6597,其他,其他,13,-1.36,52.12,9629,700991,低
6690,其他,網安,13,1.8,51.85,62439,10583410,低
2364,其他,其他,13,1.97,54.85,223979,15073787,低
6577,其他,其他,13,1.78,40.68,45456,3631934,低
5498,其他,其他,13,12.23,41.62,7753005,533406767,低
3093,其他,其他,12,14.44,37.13,2520798,137887652,低
8072,其他,其他,11,4.44,47.12,580834,16379519,低
4154,其他,其他,11,-8.01,60.77,22000,290399,低
6904,其他,其他,11,3.54,62.5,2000,234000,低
1315,其他,其他,11,2.65,54.39,128895,7991490,低
3060,其他,其他,11,7.61,53.15,3123292,90575468,低
6560,其他,其他,11,4.55,53.51,81140,3172573,低
8446,其他,其他,11,0.47,52.05,114895,9823522,低
3622,其他,其他,11,4.63,51.64,559400,31606100,低
8415,其他,其他,11,-4.39,58.88,556112,19380502,低
6527,其他,其他,11,0.57,49.04,35445,2495328,低
4430,其他,其他,11,1.48,51.22,79955,1367230,低
3605,其他,其他,11,6.05,26.13,4280733,345027073,低
5529,其他,其他,11,-10.76,55.83,90687,2067663,低
6499,其他,其他,11,-7.3,62.65,483864,42386485,低
3027,其他,其他,11,7.98,48.54,955347,18103826,低
6477,其他,太陽能,11,2.35,48.66,824412,28771980,低
2504,其他,其他,11,0.58,48.98,1985167,69381588,低
6441,其他,其他,11,6.04,33.33,854324,21742546,低
6187,其他,CoWoS,11,4.15,50.0,3059786,3457558180,低
3162,其他,其他,11,-1.76,30.48,8290508,693086456,低
3045,其他,其他,11,-2.19,53.57,14606395,1628613042,低
6561,其他,其他,11,-0.99,62.14,140923,49534434,低
2704,其他,其他,11,0.96,51.72,225902,9521769,低
2905,其他,其他,11,1.5,51.28,558641,7569585,低
1446,其他,其他,11,1.62,48.78,203798,3199628,低
2886,其他,金融,11,-2.11,47.92,29262101,1154389906,低
8271,其他,其他,11,-2.97,48.44,3792468,868475172,低
1539,其他,其他,11,1.94,50.0,74440,1176152,低
1532,其他,其他,11,1.22,50.0,800971,16660196,低
8341,其他,其他,11,-0.53,63.46,240854,18232647,低
6225,其他,其他,11,-21.01,55.73,24110,602750,低
2707,其他,其他,11,0.0,59.38,174288,30151824,低
6241,其他,其他,11,-5.61,53.42,283073,2859037,低
6272,其他,其他,11,2.33,53.61,496052,16369716,低
6213,其他,其他,11,8.98,43.7,14954630,3992886210,低
6191,其他,其他,11,8.41,44.51,5657531,554438038,低
3492,其他,其他,11,3.4,48.15,144368,3291590,低
3226,其他,其他,11,4.4,53.44,12274,509371,低
1339,其他,其他,11,0.87,52.0,65187,2659629,低
1443,其他,其他,11,-5.1,43.43,31001,778125,低
1710,其他,其他,11,0.0,57.14,3202116,41467401,低
1711,其他,其他,11,8.97,23.3,18274671,932008221,低
2009,其他,其他,11,4.47,51.56,1725954,68520375,低
2017,其他,其他,11,4.58,51.57,812669,7240880,低
4967,其他,NAND,11,-2.51,37.93,5356869,1454389933,低
3434,其他,其他,11,2.65,48.98,87955,2550695,低
6768,其他,其他,11,-0.47,58.63,405005,34020420,低
6789,其他,其他,11,3.64,42.97,4675359,2660279271,低
6856,其他,其他,11,-0.39,50.39,6007,306357,低
6683,其他,其他,11,0.0,32.26,1514523,2695850940,低
2323,其他,其他,11,9.93,42.17,8294859,85437049,低
3432,其他,其他,11,1.27,30.99,280606,5584059,低
4960,其他,其他,11,7.46,35.59,16626936,598569696,低
3494,其他,其他,11,8.46,44.97,324430,2621394,低
6721,其他,其他,11,0.51,61.9,7458,438530,低
6615,其他,其他,11,1.08,53.23,31587,1037632,低
5493,其他,其他,11,-0.44,56.5,356829,32185974,低
5371,其他,其他,11,1.42,45.77,4342705,310503407,低
5439,其他,其他,11,5.76,43.26,2996691,1155224380,低
6578,其他,其他,11,-2.35,62.28,92101,1533481,低
6605,其他,其他,11,-0.38,50.0,443350,57413825,低
3289,其他,其他,11,5.61,39.56,2135577,361980301,低
6620,其他,其他,11,-4.08,57.64,421927,30758478,低
3260,其他,HBM,11,1.73,34.39,19498865,8043281812,低
2387,其他,其他,11,4.81,42.7,1016653,41021946,低
2388,其他,其他,11,-7.1,50.37,12909879,979859835,低
6625,其他,其他,11,2.79,53.03,215060,15849921,低
4994,其他,其他,11,3.82,48.6,32105,3056395,低
3306,其他,其他,11,4.01,42.47,269276,12561725,低
4566,其他,其他,11,4.36,34.65,1357206,87675505,低
4529,其他,其他,11,-15.62,57.42,154001,790025,低
4175,其他,其他,11,1.69,50.0,55333,2987982,低
3455,其他,其他,11,-10.04,42.74,3348912,855647016,低
2029,其他,其他,11,0.49,55.77,293343,5998864,低
3529,其他,其他,11,-2.66,21.34,1445004,4761288180,低
4552,其他,其他,11,1.01,52.0,294000,5880000,低
4438,其他,其他,11,0.7,51.54,62050,3592695,低
4441,其他,其他,11,-1.22,58.12,99580,20115160,低
8024,其他,其他,11,4.53,55.56,82026,1041730,低
1903,其他,其他,11,3.36,48.23,424995,20931003,低
2007,其他,其他,11,7.36,51.92,581062,4323101,低
4440,其他,其他,11,-3.01,50.6,167025,2964693,低
6231,其他,其他,10,6.83,30.34,854728,253854216,低
6141,其他,其他,10,4.67,41.14,3433058,111574385,低
4971,其他,其他,10,6.29,49.44,288737,214820328,低
6104,其他,其他,10,2.38,44.0,2290461,226755639,低
2006,其他,其他,10,2.45,46.32,2369609,158526845,低
3555,其他,其他,10,14.36,43.62,416247,92823081,低
4583,其他,其他,10,-4.44,42.74,178048,130153088,低
4951,其他,其他,10,1.22,45.56,2281671,284068039,低
5392,其他,其他,10,0.0,48.64,3663161,151471701,低
5469,其他,其他,10,6.23,46.94,3014034,251671839,低
2331,其他,其他,10,10.19,49.66,4006860,82340969,低
3228,其他,其他,10,6.31,34.01,1094713,230437086,低
8070,其他,其他,10,6.43,36.59,3297543,152841113,低
3693,其他,其他,10,16.47,38.31,1214003,712619761,低
8103,其他,其他,10,5.39,31.71,2044980,219835350,低
2105,其他,輪胎,10,-1.56,44.44,8985121,283480560,低
1515,其他,重電,9,-0.23,49.66,1062135,23313864,低
6281,其他,其他,9,-0.59,57.82,200561,10088218,低
1476,其他,其他,9,0.15,47.5,3134285,1037448335,低
1215,其他,其他,9,-8.8,36.07,6865670,889104265,低
