股票代號,股票名稱
049834,道瓊銀中信66購01
049835,台達電中信5C購08
049836,華通中信57購01
049837,國巨中信5C購05
049838,台積電中信5C購06
049839,台光電中信58購01
049840,毅嘉中信5C購01
049841,聯發科中信5C購04
049842,慧洋中信5C購01
049843,德律中信56購01
049844,世芯中信57購01
049845,緯穎中信56購02
049846,力積電中信56購08
049847,力積電中信59購02
049848,力積電中信5C購01
049849,AES中信5C購01
049850,台虹中信5C購01
049851,東元永豐5C購01
049853,上銀永豐58購01
049855,光寶科永豐56購05
049856,台達電永豐58購04
049857,華通永豐58購02
049859,仁寶永豐58購01
04985U,台塑凱基54售03
049860,智邦永豐57購03
049861,全新永豐58購01
049862,長榮永豐58購02
049864,中航永豐57購02
049867,大立光永豐56購02
049868,大立光永豐57購01
049869,晟銘電永豐59購01
04986U,鴻海凱基56售04
049870,德律永豐57購02
049871,京鼎永豐56購02
049874,晟銘電統一59購01
049875,晟銘電統一59購02
049876,晟銘電統一59購03
049877,晟銘電統一59購04
049878,晟銘電統一59購05
049879,聯鈞永豐58購01
049880,瀚宇博永豐56購02
049881,智原統一59購01
049882,亞翔永豐56購05
049883,緯穎永豐57購03
049884,力積電永豐56購06
049885,力積電永豐57購02
049886,力積電永豐59購01
049887,材料統一59購01
049888,采鈺永豐58購01
049889,台虹永豐57購02
049890,致新永豐56購01
049892,南茂永豐56購02
049893,上証2X凱基56購02
049894,元黃金凱基5C購01
049897,晶心科統一55購01
049899,台玻凱基5C購01
049900,川湖凱基5B購03
049901,台達電凱基57購03
049903,鴻海凱基6C購01
049904,金像電凱基5B購01
049905,台光電凱基57購06
049906,漢唐凱基58購03
049907,一詮凱基58購02
049908,宏達電凱基57購05
049909,華固凱基59購01
049910,萬海凱基5A購01
049911,富邦金凱基59購01
049912,台新金凱基56購03
049913,第一金凱基56購01
049914,大立光凱基57購01
049915,奇鋐凱基58購02
049918,牧德凱基57購01
049919,世芯凱基57購07
049920,新唐凱基56購01
049921,達興凱基56購03
049922,彩晶凱基56購01
049923,帆宣凱基56購06
049924,聯茂凱基56購04
049926,復盛凱基56購01
049927,力積電凱基56購15
049928,來億凱基56購03
049929,兆聯凱基5A購02
049930,台虹凱基58購02
049931,川湖台新56購01
049932,台達電台新56購02
049933,台積電台新56購01
049934,道瓊銀元大58購01
049935,統一元大56購02
049936,南亞元大56購21
049937,東元元大5C購01
049938,中砂元大56購09
049939,台玻元大5A購02
049940,台玻元大5B購02
049941,台玻元大5C購03
049942,聯電元大5B購02
049945,龍德船統一55購01
049946,台達電元大56購33
049947,台達電元大56購34
049948,華通元大56購07
049949,華通元大5C購02
049950,鴻海元大56購36
049951,鴻海元大56購37
049952,台積電元大56購40
049953,台積電元大56購41
049956,金像電元大56購20
049957,金像電元大56購21
049958,微星元大56購02
049959,威盛元大56購02
049960,毅嘉元大5C購01
049961,漢唐元大56購19
049962,漢唐元大56購20
049963,漢唐元大56購21
049964,聯發科元大56購21
049965,聯發科元大56購22
049966,志聖元大5C購01
049967,華固元大56購02
049968,玉山金元大56購03
049969,中信金元大56購02
049970,緯創元大56購11
049971,亞翔元大56購12
049972,帆宣元大56購10
049973,帆宣元大56購11
049974,帆宣元大58購01
049975,啟碁元大56購01
049976,緯穎元大56購14
049977,緯穎元大56購15
049978,力積電元大5B購03
049979,意騰元大56購01
049980,台虹元大56購06
049982,台虹元大5C購01
049983,南茂元大5B購01
049984,東元群益58購02
049985,華通群益56購03
049986,鴻海群益57購09
049987,鴻海群益57購10
049988,國巨群益56購09
049989,台積電群益56購17
04998U,台灣50群益55售01
049990,台積電群益57購13
049991,華碩群益56購01
049992,聯發科群益56購17
049993,一詮群益56購04
049994,國泰金群益57購01
049995,大立光群益57購02
049996,大立光群益57購03
049997,上緯控群益56購02
049998,力成群益58購01
049999,同欣電群益57購01
04999U,鴻海群益54售06
050000,力積電群益56購16
050001,力積電群益56購17
050002,力積電群益58購02
050003,AES群益56購08
050004,汎銓群益56購01
050005,台虹群益58購02
050006,勤誠群益57購04
050007,元金2X元富5C購01
050008,中砂元富56購03
050009,光寶科元富56購04
05000U,智邦群益58售01
050010,光寶科元富56購05
050011,台達電元富56購13
050012,楠梓電元富57購01
050013,鴻海元富56購06
050014,國巨元富5C購02
050015,台積電元富56購22
050016,台積電元富56購23
050017,鴻準元富56購01
050018,燿華元富56購02
050019,毅嘉元富56購03
050020,毅嘉元富56購04
050021,全新元富56購01
050022,強茂元富57購02
050023,新興元富56購06
050024,奇鋐元富56購03
050025,奇鋐元富57購05
050026,德律元富56購03
050027,德律元富56購04
050028,同欣電元富58購02
050029,力積電元富56購04
050030,台虹元富56購04
050031,A50正2國票62購01
050033,台積電國票57購05
050034,大同國票57購01
050035,億光國票56購01
050036,亞光國票56購01
050037,亞光國票57購01
050038,日電貿國票56購02
050039,世芯國票58購03
050040,神達國票57購01
050041,同欣電國票58購01
050042,力積電國票56購07
050043,力積電國票57購02
050044,台虹國票57購06
050045,華通國泰57購03
050046,仁寶國泰57購02
050047,台新金國泰57購01
050048,jpp國泰57購02
050049,啟碁國泰57購02
05004U,道瓊指中信56售01
050050,道瓊銀永豐59購01
050051,長興永豐59購01
050052,勝一永豐59購01
050053,光寶科永豐58購02
050054,台達電永豐57購04
050055,華通永豐58購03
050056,台積電永豐5C購02
050057,華碩永豐57購01
050058,金像電永豐58購03
050059,全新永豐58購02
05005U,神達中信56售02
050060,亞航永豐58購01
050061,大量永豐57購01
050062,牧德永豐58購01
050063,貿聯永豐57購01
050064,海華永豐58購01
050065,jpp永豐57購01
050066,長虹永豐57購01
050067,帆宣永豐58購01
050068,帆宣永豐59購01
050069,愛普永豐58購01
050070,龍德船永豐57購01
050071,昇陽半永豐58購02
050072,大量兆豐58購01
050073,大量兆豐58購02
050074,統一富邦59購01
050075,士電富邦56購02
050076,國泰金富邦58購01
050077,凱基金富邦58購01
050079,日月光富邦56購02
050080,和碩富邦59購01
050081,中租富邦59購01
050082,聯茂富邦56購01
050083,愛普富邦56購03
050084,力積電富邦59購02
050085,道瓊銀元富5C購03
050086,華通元富56購05
050087,亞航元富56購01
050088,嘉澤元富56購03
050089,嘉澤元富57購02
050090,台虹元富56購05
050091,勤誠元富56購02
050092,台玻中信5C購01
050093,光寶科中信56購01
050095,燿華中信5A購01
050096,聯發科中信5C購05
050097,全新中信5C購01
050098,奇鋐中信56購04
050099,景碩中信58購01
050100,緯創中信56購05
050101,同欣電中信59購01
050102,力積電中信57購02
050103,力積電中信5A購04
050104,勤誠中信5C購01
050105,臺股指中信5B購01
050106,A50正2國票57購01
050107,臺指反國票5A購01
050108,臺指反國票63購01
050109,元金反國票58購01
050110,士電國票56購04
050111,長興國票58購01
050112,華通國票57購04
050113,全新國票56購01
050114,全新國票57購01
050115,豐達科國票56購01
050116,大量國票57購01
050117,世芯國票57購02
050118,海華國票56購01
050119,海華國票57購01
050120,臻鼎國票56購01
050121,臻鼎國票57購01
050122,保瑞國票56購02
050123,大量統一6C購01
050126,川湖台新56購02
050127,光寶科台新56購01
050128,龍德船台新56購01
050129,光寶科國泰57購01
05012U,台灣50凱基54售08
050130,台達電國泰57購07
050131,大立光國泰57購02
050132,亞翔國泰57購03
050133,力成國泰57購01
050134,同欣電國泰57購02
050135,緯穎國泰57購08
050136,AES國泰57購02
050137,台灣50元大56購08
050138,台灣50元大5C購02
050139,T50正2元大56購08
050140,T50正2元大56購09
050141,T50反1元大56購06
050142,T50反1元大56購07
050143,T50反1元大5A購02
050144,S&P正2元大56購01
050145,道瓊銀元大59購01
050146,台塑元大5A購01
050147,南亞元大56購22
050148,中砂元大59購06
050149,台達電元大56購35
050150,台達電元大56購36
050151,台達電元大56購37
050152,華通元大56購08
050153,華通元大56購09
050154,鴻海元大56購38
050155,台積電元大56購42
050156,台積電元大56購43
050157,台積電元大56購44
050158,所羅門元大56購02
050159,致茂元大56購04
050160,金像電元大56購23
050161,毅嘉元大5C購02
050162,漢唐元大56購22
050163,聯發科元大56購23
050164,聯發科元大56購24
050165,全新元大56購01
050166,全新元大56購02
050167,華固元大56購03
050168,亞航元大56購01
050169,長榮太元大56購04
050170,亞光元大5C購01
050171,景碩元大56購08
050172,緯創元大56購12
050173,日月光元大56購05
050174,事欣科元大56購06
050175,眾達元大56購01
050176,瀚宇博元大58購02
050177,亞翔元大56購14
050178,帆宣元大56購12
050179,帆宣元大56購13
05017U,鴻海凱基54售12
050180,聯茂元大5B購01
050181,旭隼元大56購02
050182,矽力元大56購03
050183,緯穎元大56購16
050184,AES元大56購18
050185,富世達元大56購23
050186,汎銓元大56購03
050187,台虹元大56購07
050188,台虹元大56購08
050189,南茂元大5B購02
050190,勤誠元大56購12
050191,勤誠元大5C購01
050192,上証2X群益5A購01
050193,SGBR2X群益5C購01
050194,南亞群益56購05
050195,川湖群益5B購02
050196,台達電群益56購16
050197,華通群益56購04
050198,鴻海群益5C購05
050199,金像電群益57購03
050201,台光電群益56購10
050202,漢唐群益57購05
050203,聯發科群益56購18
050204,聯發科群益56購19
050205,聯發科群益56購20
050206,富邦金群益5A購02
050207,奇鋐群益56購23
050208,欣興群益57購07
050209,大量群益56購01
050210,群創群益58購02
050211,牧德群益56購02
050212,世芯群益56購22
050213,龍德船群益58購02
050214,富世達群益59購01
050215,來億群益56購03
050216,日本2X凱基57購01
050217,統一凱基56購02
050218,南亞凱基5B購01
050219,東元凱基57購01
050220,聯電凱基56購02
050221,台達電凱基56購17
050223,華通凱基5C購01
050224,鴻海凱基56購13
050225,鴻海凱基56購14
050226,仁寶凱基56購01
050227,國巨凱基58購05
050228,台積電凱基58購11
050229,燿華凱基56購04
050230,大同凱基56購04
050231,微星凱基56購03
050233,全新凱基56購03
050234,新興凱基56購05
050235,奇鋐凱基56購19
050236,健鼎凱基56購02
050237,大量凱基56購01
050238,大量凱基56購02
050239,大量凱基56購03
050240,緯創凱基56購11
050241,神達凱基58購03
050242,上緯控凱基56購01
050243,中租凱基56購01
050244,力成凱基59購01
050245,愛普凱基58購03
050246,緯穎凱基5C購01
050247,南茂凱基59購01
050248,勤誠凱基56購07
050249,台積電中信63購01
050250,台光電中信56購02
050251,晶豪科中信56購02
050252,大立光中信59購01
050253,愛普中信5C購02
050254,元黃金永豐58購01
050255,元日2X永豐58購01
050256,道瓊銅永豐59購01
050257,南亞永豐58購03
050258,信錦永豐58購01
050259,華新永豐57購02
050260,華新永豐58購01
050261,川湖永豐56購03
050262,川湖永豐56購04
050263,宇隆永豐56購01
050264,台達電永豐59購01
050265,智邦永豐58購03
050266,智邦永豐5A購01
050267,義隆永豐56購01
050268,陽明永豐58購01
050269,晶豪科永豐5C購02
050270,大立光永豐56購03
050271,德律永豐58購01
050272,偉訓永豐58購01
050273,健鼎永豐58購01
050274,緯創永豐58購02
050276,聯發科元富57購05
050277,聯發科元富57購06
050278,聯鈞永豐59購01
050279,保瑞永豐58購01
050280,兆聯永豐59購01
050281,連加永豐58購01
050282,至上永豐58購02
050283,潤泰新永豐58購01
050284,毅嘉統一64購01
050285,元金2X元富56購01
050286,道瓊銀元富56購01
050287,華通元富56購06
050288,奇鋐元富56購04
050289,奇鋐元富56購05
050290,奇鋐元富56購06
050291,力積電元富56購06
050292,T50反1國票57購03
050293,T50反1國票58購02
050294,元金2X國票58購01
050295,金像電國票57購02
050296,仲琦國票57購01
050299,長虹國票57購01
050301,汎銓國票57購02
050302,國巨國泰57購02
050303,全新國泰57購01
050304,志聖國泰57購02
050307,亞航國泰57購01
050308,雷虎統一59購01
050309,雷虎統一59購02
050310,晶豪科國泰57購01
050311,大立光國泰57購03
050312,龍德船國泰57購02
050313,T50正2凱基56購06
050314,T50反1凱基56購07
050315,雷虎統一59購03
050316,中502X凱基56購02
050318,士電凱基56購01
050319,長興凱基58購01
050320,川湖凱基56購11
050321,鴻海凱基6C購02
050322,海悅凱基58購01
050323,金像電凱基56購11
050324,群光凱基58購01
050325,漢唐凱基56購06
050326,聯發科凱基56購18
050327,全新凱基56購04
050328,華固凱基56購01
050329,陽明凱基56購01
050330,長榮太凱基56購04
050331,台新金凱基58購01
050332,晶豪科凱基59購02
050333,大立光凱基58購02
050334,欣興凱基56購14
050336,群創凱基59購01
050337,世芯凱基56購12
050338,貿聯凱基57購02
050339,臻鼎凱基56購01
050340,長虹凱基58購01
050341,亞翔凱基59購02
050342,矽力凱基56購05
050343,保瑞凱基56購01
050344,富世達凱基56購10
050346,百和凱基56購01
050347,道瓊銀富邦63購01
050348,南亞富邦58購04
050349,中鋼富邦59購01
050350,華通富邦5C購01
050351,鴻海富邦5C購05
050352,台積電富邦5C購07
050353,智邦富邦58購04
050354,智邦富邦58購05
050355,鴻準富邦58購01
050356,燿華富邦58購01
050357,燿華富邦59購01
050358,瑞昱富邦59購01
050359,漢唐富邦58購04
05035U,台塑化統一54售01
050360,聯發科富邦5C購04
050361,一詮富邦58購01
050362,一詮富邦59購01
050363,亞航富邦58購01
050364,元大金富邦57購01
050365,中信金富邦58購01
050366,德律富邦57購02
050367,緯創富邦5C購02
050368,嘉澤富邦59購01
050369,上緯控富邦58購01
050370,日月光富邦5C購02
050371,臻鼎富邦59購01
050372,亞翔富邦57購01
050373,啟碁富邦58購01
050374,訊芯富邦58購02
050375,保瑞富邦59購01
050376,台塑化富邦59購01
050377,龍德船富邦56購02
050378,富世達富邦58購03
050379,昇陽半富邦59購02
050380,寶成富邦58購01
050381,T50反1群益56購03
050382,南亞群益56購07
050384,南亞群益57購05
050385,東元群益56購04
050386,台達電群益56購17
050387,鴻海群益56購15
050388,仁寶群益56購02
050389,國巨群益56購10
050390,台積電群益57購14
050391,台積電群益57購15
050392,大同群益56購02
050393,京元電群益56購08
050394,聯發科群益56購21
050395,全新群益56購03
050396,晶豪科群益56購03
050397,奇鋐群益56購24
050398,健鼎群益56購02
050399,神達群益56購04
050400,眾達群益56購04
050401,瑞儀群益56購01
050402,台郡群益56購01
050403,愛普群益56購06
050404,緯穎群益56購21
050405,富世達群益56購11
050406,勤誠群益56購05
050407,台塑元大5A購02
050408,台化元大56購02
050409,中砂元大56購10
05040U,鴻海群益54售07
050410,長興元大56購01
050411,台玻元大57購01
050412,川湖元大56購13
050413,台達電元大56購38
050414,台達電元大56購39
050415,華通元大56購10
050416,華通元大56購11
050417,華通元大56購12
050419,鴻海元大56購39
05041U,建準群益54售01
050420,鴻海元大56購40
050421,台積電元大56購45
050422,台積電元大56購46
050423,台積電元大56購47
050424,智邦元大56購19
050425,智邦元大56購20
050426,智邦元大56購21
050428,金像電元大56購24
050429,毅嘉元大56購03
050430,毅嘉元大56購04
050431,毅嘉元大56購05
050432,漢唐元大56購23
050433,聯發科元大56購25
050434,聯發科元大56購26
050435,志聖元大5A購01
050436,揚博元大56購02
050437,長榮太元大56購05
050438,欣興元大56購25
050439,日電貿元大57購01
050440,緯創元大56購13
050441,日月光元大56購06
050442,亞翔元大56購15
050443,旭隼元大56購03
050444,訊芯元大56購02
050445,緯穎元大56購17
050446,力積電元大56購24
050447,來億元大56購08
050448,南茂元大56購09
050449,創意台新56購01
05044U,牧德群益54售01
050450,創意台新56購02
050451,華新元富56購01
050452,華新元富56購02
050453,華泰元富56購02
050454,創意元富56購03
050455,創意元富56購04
050456,創意元富56購05
050457,創意元富56購06
050458,創意元富56購07
050459,創意元富5C購02
05045U,jpp群益56售01
050460,亞翔元富56購07
050461,泓德元富56購01
050462,泓德元富56購02
050463,南茂元富56購03
050464,華新國票58購02
050465,華泰國票57購01
050466,海悅國票56購01
050468,晶豪科國票57購01
050469,創意國票57購01
05046U,鴻海中信55售02
050470,聯鈞國票57購01
050471,矽格國票57購01
050472,台郡國票57購02
050473,龍德船國票56購02
050474,富世達國票57購04
050475,廣宇國泰57購01
050476,燿華國泰57購02
050477,台光電國泰57購03
050478,創意國泰57購01
050479,創意國泰57購02
050480,世芯國泰57購03
050481,神達國泰57購05
050482,矽格國泰57購02
050483,訊芯國泰57購02
050484,鼎炫國泰57購02
050485,晶豪科統一65購01
050486,元金2X中信5C購01
050487,道瓊銀中信5C購03
050488,華新中信56購02
050489,金像電中信5C購05
050490,台光電中信56購03
050491,長榮太中信58購01
050492,晶豪科中信56購03
050493,奇鋐中信58購02
050494,健鼎中信58購01
050495,創意中信59購03
050496,創意中信5A購03
050497,創意中信5C購01
050498,創意中信5C購02
050499,聯鈞中信5B購02
05049U,長榮太國票56售02
050500,日月光中信56購01
050501,力成中信5A購01
050502,矽力中信58購02
050503,緯穎中信5A購05
050504,T50正2永豐56購04
050505,元黃金永豐56購02
050506,華新永豐58購02
050507,華泰永豐58購01
050508,台積電永豐5C購03
050509,金像電永豐57購03
050510,金像電永豐58購04
050511,台光電永豐58購02
050512,立隆電永豐58購01
050513,晶豪科永豐57購02
050514,欣興永豐56購07
050515,欣興永豐56購08
050516,健鼎永豐57購01
050517,景碩永豐58購02
050518,昇貿永豐58購01
050519,創意永豐58購01
050520,創意永豐58購02
050521,創意永豐58購03
050522,創意永豐59購01
050523,貿聯永豐58購02
050524,亞翔永豐57購03
050525,亞翔永豐59購01
050526,達麗永豐58購01
050527,立積統一57購01
050528,立積統一59購01
050529,矽格永豐57購01
050530,緯穎永豐5B購01
050531,力積電永豐5C購03
050532,泓德永豐58購01
050533,至上永豐58購03
050534,元金2X富邦5C購01
050535,光寶科富邦5C購02
050536,台光電富邦5C購02
050537,群創富邦56購01
050538,緯穎富邦5C購01
050539,至上富邦57購01
050540,香港2X凱基56購02
050541,道瓊銀凱基5C購01
050542,道瓊銅凱基5A購01
050543,華新凱基56購02
050544,華榮凱基56購03
050548,仁寶凱基56購02
050549,華泰凱基57購02
050551,億光凱基56購01
050553,揚博凱基56購03
050554,晶豪科凱基56購03
050555,大立光凱基57購02
050556,奇鋐凱基56購21
050557,聯詠凱基56購04
050558,健鼎凱基56購03
050559,緯創凱基5A購03
050560,創意凱基56購05
050561,創意凱基56購06
050562,創意凱基56購07
050563,創意凱基5A購01
050564,創意凱基5C購01
050565,創意凱基63購01
050567,智易凱基58購01
050568,神達凱基56購07
050569,力成凱基59購02
050570,旭隼凱基59購01
050571,訊芯凱基57購02
050572,緯穎凱基56購13
050573,力積電凱基5A購02
050574,南茂凱基58購01
050575,勤誠凱基5C購01
050576,中502X群益56購01
050577,中鋼群益5A購01
050578,第一銅群益56購01
050579,華泰群益56購02
050580,華泰群益57購01
050581,金像電群益57購04
050582,群光群益5C購01
050583,全新群益56購04
050584,揚博群益56購02
050585,陽明群益56購03
050586,晶豪科群益5A購03
050587,晶豪科群益63購01
050588,大立光群益57購04
050589,景碩群益56購09
050590,昇貿群益58購03
050591,創意群益56購03
050592,創意群益56購04
050593,創意群益56購05
050594,創意群益56購06
050595,創意群益56購07
050596,群創群益56購04
050597,世芯群益56購23
050598,臻鼎群益56購02
050599,眾達群益58購01
050600,力成群益57購01
050601,矽格群益56購01
050602,矽力群益56購06
050603,保瑞群益56購01
050604,南電群益56購05
050605,元金2X元大56購02
050606,道瓊銀元大57購03
050607,中砂元大57購03
050608,華榮元大56購04
050609,台玻元大57購02
050610,中鋼元大56購02
050611,第一銅元大56購03
050612,大成鋼元大56購01
050613,劍麟元大56購01
050614,台達電元大56購40
050615,華通元大56購14
050617,華通元大56購16
050618,華通元大56購17
050619,鴻海元大56購41
050620,鴻海元大56購42
050621,台積電元大56購48
050622,台積電元大56購49
050623,台積電元大56購50
050624,智邦元大56購22
050625,金像電元大56購26
050626,菱生元大56購01
050627,凱美元大56購02
050628,毅嘉元大5C購03
050629,漢唐元大56購24
050630,聯發科元大56購27
050631,聯發科元大56購28
050632,宏達電元大56購04
050633,華固元大56購04
050634,欣興元大56購26
050635,緯創元大56購14
050636,昇貿元大56購02
050637,創意元大56購06
050638,創意元大56購07
050639,創意元大56購08
050640,海華元大56購01
050641,定穎控元大58購06
050642,精銳元大56購01
050644,事欣科元大57購01
050645,達麗元大56購01
050646,帆宣元大56購14
050647,愛普元大56購10
050648,緯穎元大56購18
050649,力積電元大56購25
050650,富世達元大56購24
050651,汎銓元大56購04
050652,兆聯元大56購03
050653,兆聯元大56購04
050654,至上元大56購07
050655,至上元大56購08
050656,道瓊銀中信61購01
050658,台玻中信59購01
050659,大立光中信61購01
050660,聯詠中信5A購01
050662,群創中信59購01
050663,力成中信61購01
050664,華新台新57購01
050665,鴻海台新57購01
050666,鴻海台新59購01
050667,台積電台新57購01
050668,台積電台新59購01
050669,金像電台新57購01
050670,台光電台新57購01
050671,京元電台新57購01
050672,聯發科台新57購01
050673,長榮台新57購01
050674,世芯台新57購01
050675,世芯台新57購02
050676,神達台新57購01
050677,道瓊銀凱基61購01
050680,東元凱基57購02
050681,華新凱基57購04
050682,中鋼凱基5A購01
050683,第一銅凱基57購01
050684,大成鋼凱基57購02
050685,金像電凱基57購04
050686,漢唐凱基59購02
050687,友達凱基59購01
050688,聯發科凱基58購05
050689,揚博凱基57購01
050690,玉山金凱基57購01
050691,龍德船元富55購01
050692,晶豪科凱基5B購01
050693,大立光凱基57購03
050694,德律凱基57購03
050696,景碩凱基57購03
050697,群創凱基59購02
050698,世芯凱基57購08
050699,材料凱基57購01
050700,瑞儀凱基57購01
050701,達麗凱基59購01
050702,力成凱基59購03
050703,矽格凱基57購02
050704,同欣電凱基58購01
050705,樺漢凱基57購01
050706,保瑞凱基57購01
050707,緯穎凱基5B購03
050708,采鈺凱基57購01
050709,兆聯凱基5A購03
050710,至上凱基57購03
050711,國喬國泰58購01
050712,華新國泰58購01
050713,華榮國泰58購01
050714,台玻國泰58購01
050715,中鋼國泰58購01
050716,第一銅國泰58購01
050717,華泰國泰58購01
050718,金像電國泰58購01
050719,景碩國泰58購01
050720,南電國泰58購01
050721,創意統一65購01
050722,滬深2X富邦61購01
050723,台塑富邦61購01
050724,華新富邦58購01
050725,台達電富邦57購01
050727,金像電富邦5A購01
050728,創意富邦57購01
050729,緯穎富邦61購01
050730,力積電富邦59購03
050731,南茂富邦61購01
050732,臺股指富邦5A購06
050733,臺股指富邦5B購04
050734,海悅國票58購01
050737,聯發科國票58購02
050738,聯發科國票58購03
050739,聯發科國票59購02
050740,全新國票59購01
050742,揚博國票58購01
050743,大立光國票58購01
050745,群創國票58購01
050746,世芯國票58購04
050747,振樺電國票57購01
050748,美利達國票57購01
050749,T50反1元富57購02
050750,T50反1元富61購01
050751,T50反1元富64購01
050752,第一銅元富57購01
050753,台達電元富57購06
050754,台達電元富57購07
050755,台達電元富57購08
050756,台積電元富57購01
050757,台積電元富57購02
050758,台積電元富57購03
050759,台積電元富57購04
050760,台積電元富57購05
050761,台積電元富57購06
050762,台積電元富71購01
050763,智邦元富57購01
050764,金像電元富57購02
050765,金像電元富57購03
050766,金像電元富57購04
050767,金像電元富61購01
050768,菱生元富57購01
050769,群光元富5A購01
050770,漢唐元富57購01
050771,漢唐元富57購02
050772,漢唐元富5A購01
050773,漢唐元富61購01
050774,晶豪科元富57購03
050775,晶豪科元富57購04
050776,大立光元富57購01
050777,大立光元富57購02
050778,緯創元富57購01
050779,緯創元富57購02
050780,創意元富61購01
050781,創意元富61購02
050782,群創元富57購01
050783,群創元富61購01
050784,牧德元富57購01
050785,牧德元富5A購01
050786,力成元富57購01
050787,矽格元富57購01
050788,樺漢元富57購01
050789,富世達元富61購01
050790,汎銓元富57購01
050791,潤泰新元富5A購01
050792,潤泰新元富61購01
050793,香港2X永豐57購01
050794,元金2X永豐57購03
050795,道瓊銅永豐5A購01
050796,第一銅永豐57購01
050797,台積電永豐61購02
050798,台積電永豐61購03
050799,群光永豐59購01
050800,毅嘉永豐5B購01
050801,京元電永豐58購01
050802,大立光永豐58購01
050803,群創永豐59購01
050804,神達永豐61購01
050805,力積電永豐5A購01
050806,中台永豐59購01
050807,元金2X元大57購01
050808,南亞元大57購01
050809,中砂元大57購04
050810,華新元大57購02
050811,華榮元大57購01
050812,台玻元大57購03
050813,中鋼元大57購01
050814,第一銅元大57購01
050815,第一銅元大57購02
050816,台達電元大57購05
050817,台達電元大57購06
050818,台達電元大57購07
050821,華通元大5B購01
050822,鴻海元大57購02
050823,鴻海元大57購03
050824,台積電元大57購06
050825,台積電元大57購07
050826,智邦元大57購01
050827,金像電元大57購04
050828,大同元大57購01
050829,微星元大57購01
050830,億光元大57購01
050831,毅嘉元大5B購01
050832,漢唐元大57購05
050833,友達元大58購01
050835,所羅門統一59購01
050836,所羅門統一59購02
050837,所羅門統一59購03
050839,聯發科元大57購08
05083U,漢翔群益54售01
050840,聯發科元大57購09
050841,聯發科元大57購10
050842,全新元大57購02
050843,全新元大57購03
050844,揚博元大57購01
050845,華航元大57購01
050846,長榮太元大57購02
050847,亞光元大57購05
050849,緯創元大57購02
050850,祥碩元大57購01
050851,祥碩元大57購02
050852,亞翔元大57購02
050853,旭隼元大57購02
050854,緯穎元大57購03
050855,富世達元大57購06
050856,南茂元大57購02
050857,鼎炫元大57購01
050858,上証2X群益61購01
050859,元黃金群益5C購02
05085U,健策群益56售02
050860,元金2X群益57購02
050861,儒鴻群益59購01
050862,台達電群益57購02
050863,仁寶群益58購02
050864,順德群益57購01
050865,佳世達群益59購01
050866,億光群益57購01
050867,京元電群益57購04
050868,揚博群益59購01
050869,豐達科群益5B購01
050870,大立光群益57購05
050871,大立光群益58購02
050872,奇鋐群益57購04
050873,零壹群益57購01
050874,群創群益58購03
050875,群創群益59購01
050876,世芯群益57購03
050877,彩晶群益57購01
050878,達麗群益59購01
050879,復盛群益5B購01
05087U,臺股指中信56售02
050880,連加群益5B購01
050881,和大統一64購01
050882,道瓊銀中信59購01
050883,道瓊銀中信61購02
050884,第一銅中信5A購01
050885,旺宏中信58購01
050886,旺宏中信61購01
050887,京元電中信61購01
050888,華航中信57購01
050889,大立光中信5A購01
050890,群創中信57購02
050891,群創中信59購02
050892,矽格中信5A購01
050893,南茂中信57購01
050894,道瓊銀永豐5A購01
050895,川湖永豐59購02
050896,台達電永豐5A購01
050897,台積電永豐61購04
050898,聯發科永豐5B購02
050899,聯發科永豐63購01
05089U,T50正2富邦54售01
050900,長榮永豐5A購01
050901,奇鋐永豐61購01
050902,群創永豐59購02
050903,群創永豐5B購01
050904,祥碩永豐58購01
050905,矽格永豐59購01
050906,康舒永豐58購01
050907,可寧衛永豐58購01
050908,力積電兆豐59購01
050909,富世達兆豐59購01
050910,台灣50富邦61購01
050911,T50反1富邦61購02
050912,T50反1富邦67購01
050913,台玻富邦58購01
050914,揚博富邦57購01
050915,群創富邦57購01
050916,力成富邦61購01
050917,台玻台新57購01
050918,大立光台新57購01
050919,德律台新57購01
050920,欣興台新57購01
050921,景碩台新57購01
050922,貿聯台新57購01
050923,愛普台新57購01
050924,道瓊銀國泰58購01
050925,道瓊銀國泰58購02
050926,世芯元富59購01
050927,南亞國泰58購01
050928,鴻海國泰58購01
050929,旺宏國泰58購01
050930,毅嘉國泰58購01
050931,玉晶光國泰58購01
050933,群創國泰58購01
050934,群創國泰58購02
050935,牧德國泰58購01
050936,采鈺國泰58購01
050937,可寧衛國泰58購01
050938,道瓊銀元大58購02
050939,道瓊銅元大58購02
050940,台泥元大57購01
050941,台泥元大57購02
050942,台泥元大57購04
050943,台泥元大57購05
050944,東陽元大57購01
050945,台玻元大57購04
050946,台玻元大57購05
050947,台玻元大57購06
05094U,臺股指富邦54售07
050950,華通元大5B購02
050951,台積電元大57購09
050953,大同元大57購02
050954,瑞昱元大57購01
050955,威盛元大57購01
050956,億光元大57購02
050957,漢唐元大57購06
050958,京元電元大57購07
050959,京元電元大57購08
050960,京元電元大57購09
050961,志聖元大5C購02
050962,揚博元大57購02
050963,揚博元大57購03
050964,揚博元大57購04
050965,冠德元大57購01
050966,中航元大57購01
050967,慧洋元大57購02
050968,晶豪科元大57購02
050969,華立元大57購01
050970,益登元大57購01
050971,創意元大57購03
050972,創意元大57購04
