股票代號,股票名稱
72671U,東捷群益59售02
72672U,宜鼎元富57售04
72673U,順達元富57售02
72674U,信驊永豐58售01
72675U,東捷凱基59售01
72676U,高鋒群益57售02
72677U,光頡元富57售02
72678U,弘塑凱基57售06
72679U,弘塑群益57售06
72680U,點序國票58售02
72681U,世界凱基57售02
72682U,弘塑國票58售03
72683U,巨漢群益57售01
72684U,均華群益57售02
72685U,鉅橡群益57售03
72686U,穩懋元富57售05
72687U,信驊凱基57售05
72688U,信驊凱基58售03
72689U,信驊元大57售03
72690U,信驊群益59售02
72691U,信驊群益5B售03
726924,金麗科統一5B購01
726925,金麗科統一5B購02
726926,金麗科統一5B購03
726927,金麗科統一5B購04
72692U,信驊群益61售02
72693U,穩懋群益59售02
72694U,信驊元富57售06
72695U,弘塑永豐57售02
72696U,穩懋永豐57售03
72697U,穩懋凱基59售04
72698U,佳邦群益57售02
726991,富驊統一55購01
72699U,穩懋元大57售11
72700U,博智凱基59售03
72701U,旺矽群益57售05
727025,建榮統一53購01
72702U,良維凱基57售06
72703U,家登凱基57售03
72704U,點序群益61售01
72705U,力旺凱基57售05
72706U,精測元大57售02
72707U,精測國票58售02
72708U,精測凱基57售04
727095,高鋒統一5A購01
72709U,力旺群益57售03
72710U,家登群益57售06
72711U,中光電凱基57售04
727122,高鋒統一54購01
72712U,中光電群益57售02
72713U,世界群益5B售01
727146,中美晶元富54購01
72714U,世界元大58售04
72715U,點序群益58售01
72716U,宜鼎凱基58售06
72717U,信驊凱基58售04
72718U,信驊凱基59售01
72719U,信驊元大58售02
727202,神準統一54購01
72720U,信驊元大58售03
72721U,信驊國票59售01
72722U,信驊國票59售02
72723U,信驊國票59售03
727242,神準統一54購02
72724U,信驊國票5B售01
72725U,萬潤國票59售01
72726U,擎亞國票59售01
727275,茂達統一54購01
72727U,萬潤凱基59售02
72728U,世界國票59售01
72729U,精材國票59售01
72730U,穩懋國票59售01
72731U,精材凱基59售01
72732U,印能國票59售02
72733U,中探針群益62售01
727349,緯軟統一54購01
72734U,萬潤群益58售02
72735U,世界群益5A售01
72736U,精材群益5A售04
72737U,雙鴻群益5A售04
72738U,世界國票59售03
72739U,世界國票59售04
727402,兆利統一54購01
727403,宏碁資統一54購01
727404,聖暉*統一54購01
727405,雍智統一54購01
72740U,精測國票59售01
72741U,精測國票59售02
72742U,精測國票59售03
72743U,精測國票59售04
72744U,雙鴻元大58售13
727457,友威科統一54購01
727458,崧騰統一54購01
727459,崧騰統一56購01
72745U,世界凱基58售04
727460,緯軟統一54購02
72746U,新應材凱基58售07
72747U,閎康群益5A售02
72748U,精測群益5A售02
72749U,精測群益62售04
72750U,均華凱基58售03
72751U,雙鴻凱基58售03
72752U,台燿元富58售01
727536,力旺統一56購01
72753U,茂迪國票59售03
72754U,博智群益62售02
72755U,新應材群益58售04
72756U,博智凱基58售04
72757U,力旺凱基58售03
72758U,力旺凱基58售04
72759U,茂迪凱基59售01
72760U,力旺元富58售03
727613,系統電統一56購01
72761U,新應材元富58售04
72762U,力旺國票58售04
72763U,譜瑞國票59售02
72764U,力旺群益58售04
72765U,譜瑞凱基58售02
727664,亞信統一54購01
727665,福裕統一54購01
72766U,富喬群益5A售02
72767U,富喬永豐58售03
72768U,鑫聯國票59售04
72769U,穩懋元富58售03
72770U,信驊凱基59售02
72771U,信驊國票59售05
72772U,穩懋群益63售01
72773U,信驊元大59售01
72774U,信驊永豐5A售01
72775U,信驊元富59售02
727760,精測統一54購01
72776U,信驊元富59售03
72777U,環球晶凱基59售07
72778U,穩懋凱基59售12
72779U,穩懋元大59售08
72780U,旺矽凱基59售02
72781U,系統電國票5A售01
72782U,環球晶群益62售01
727836,力旺統一54購01
72783U,旺矽群益59售04
72784U,新復興國票59售02
72785U,旺矽富邦5A售02
727869,泰茂統一54購01
72786U,宜特群益59售01
727870,鑫科統一56購01
72787U,神盾群益59售01
72788U,能率群益59售02
72789U,能率群益59售03
72790U,閎康群益63售01
72791U,榮剛群益63售01
72792U,台特化凱基59售04
727930,富喬統一56購01
72793U,宜特凱基59售01
72794U,雙鴻凱基5A售02
72795U,神盾群益61售01
72796U,雙鴻群益59售04
72797U,台特化國票5A售02
72798U,宏觀國票5A售01
72799U,雙鴻國票5A售01
728002,金麗科統一56購01
728003,金麗科統一5C購01
728004,茂綸統一54購01
728005,聰泰統一54購01
72800U,信驊永豐5B售01
72801U,世界元富59售02
72802U,雙鴻元大59售10
72803U,世界群益59售02
728047,中光電統一54購01
72804U,旺矽群益59售07
728050,金麗科統一53購01
728051,漢磊統一54購01
72805U,雙鴻群益59售07
72806U,雙鴻凱基59售12
72807U,新應材國泰5A售01
728086,能率統一58購01
728088,鑫科統一56購02
72808U,新應材國票5A售03
72809U,萬泰科國票5A售02
72810U,鑫聯國票5A售02
72811U,台燿中信59售03
72812U,茂迪國票5A售03
72813U,宜鼎群益5B售03
72814U,精測群益5B售02
72815U,精測元富59售09
72816U,精測元富59售10
728171,正淩統一54購01
728172,伯特光統一56購01
728174,茂綸統一53購01
728176,湧德統一56購01
728177,鑫科統一53購01
72817U,雙鴻台新59售03
72818U,信驊永豐5C售01
72819U,鑫科國票59售02
72820U,鑫聯國票5A售03
72821U,信驊元大59售04
72822U,信驊元大59售05
72823U,弘塑凱基59售05
72824U,亞泰國票59售03
72825U,頎邦元富59售03
728264,元債20永豐61購01
72826U,頎邦元富59售06
728271,朋程統一55購01
72827U,元太群益5B售02
72828U,台燿群益5B售01
72829U,宏捷科群益5C售01
72830U,元太凱基5B售03
72831U,台燿凱基59售05
728323,大綜統一55購01
728324,桓達統一55購01
728325,健喬統一57購01
72832U,閎康國票5A售04
72833U,台燿元富59售04
728392,中光電統一57購01
728394,系微統一55購01
728395,系微統一57購01
728396,東洋統一55購01
728402,英濟統一55購01
728403,英濟統一55購02
728404,泰茂統一55購01
728411,驊訊統一55購01
728420,國債20永豐57購01
728511,千附精統一54購01
728512,中光電統一54購02
728514,伯特光統一54購01
728516,系微統一5C購01
728519,金山電統一55購01
728520,金麗科統一5C購02
728523,意德士統一55購01
728595,新漢統一55購01
728657,均華統一55購01
728658,均華統一55購02
728660,佳邦統一55購01
728662,英濟統一54購01
728663,神盾統一57購01
728666,僑威統一55購01
728667,僑威統一55購02
728753,台特化統一55購01
728755,立端統一57購01
728758,艾訊統一55購01
728764,均豪統一55購01
728765,均豪統一55購02
728766,均豪統一57購01
728767,均豪統一59購01
728768,均豪統一59購02
728774,僑威統一57購01
728853,湧德統一57購01
728860,泰茂永豐54購01
728920,元債20元富61購01
728963,雍智統一57購01
728965,磐儀統一55購01
728966,瀧澤科統一57購01
728967,驊訊統一61購01
729010,僑威元富57購01
729028,力致統一57購01
729031,欣銓統一55購01
729069,高鋒統一55購01
729170,M31統一59購01
729171,M31統一61購01
729172,M31統一61購02
729174,世禾統一55購01
729177,台特化統一55購02
729178,台特化統一57購01
729181,系微統一55購02
729185,華星光統一59購03
729186,華星光統一61購01
729187,華星光統一61購02
729313,旺矽統一59購01
729314,神盾統一57購02
729411,朋億*統一55購01
729413,銳澤統一55購01
729426,群ESG元大58購01
729486,力旺統一54購02
729487,朋億*統一54購01
729489,信驊統一56購01
729499,國債20永豐55購01
729528,立敦統一58購01
729530,朋億*統一55購02
729531,朋億*統一56購01
729532,欣銓統一58購01
729534,高鋒統一56購01
729535,智擎統一58購01
729536,聖暉*統一58購01
729625,華星光統一56購01
729627,萬潤統一54購01
729628,萬潤統一54購02
729629,萬潤統一56購01
729701,正基統一55購01
729711,萬潤統一58購01
729714,騰雲統一58購01
729791,台燿統一58購01
729794,正基統一58購01
729799,金益鼎統一58購01
729803,智擎統一58購02
729804,僑威統一5A購01
729807,瀧澤科統一56購02
729808,騰雲統一5A購01
729872,友輝統一58購01
729879,艾訊統一58購01
729884,新復興統一58購03
729887,廣明統一58購01
729890,廣積統一59購01
729895,耀勝統一58購01
729960,友輝統一58購02
729961,亞泰統一58購01
729963,宜鼎統一55購01
729964,欣銓統一58購02
729966,昱展統一58購02
729967,昱展統一58購03
729971,振曜統一58購01
729973,新漢統一58購01
729974,雍智統一54購02
730041,金益鼎統一56購01
730046,富喬統一58購01
730048,新漢統一58購02
730051,綠界*統一58購01
730052,綠界*統一58購02
730057,聰泰統一56購01
730135,安勤統一58購01
730139,宜鼎統一54購01
730146,訊聯統一58購02
730152,智通*統一58購01
730153,智崴統一54購01
730154,新漢統一57購01
730155,精剛統一54購01
730157,綠界*統一5A購01
730160,耀勝統一58購02
730161,鑫科統一58購01
730235,神準統一58購01
730238,群聯統一58購01
730240,精測統一58購01
730242,廣明統一55購01
730244,廣運統一55購01
730307,欣銓統一54購01
730310,威剛統一54購01
730316,鴻呈統一54購01
730317,鴻呈統一58購01
730398,M31統一54購01
730399,M31統一58購01
730400,M31統一58購02
730401,M31統一62購01
730402,M31統一62購02
730403,M31統一62購03
730407,永信建統一55購01
730492,昇達科統一55購01
730493,昇達科統一5C購01
730529,振曜永豐56購01
730542,美琪瑪統一54購01
730543,美琪瑪統一58購01
730635,鈦昇統一58購01
730636,萬潤統一58購02
730681,百德永豐54購01
730722,元太統一58購01
730732,威剛統一58購01
730733,原相統一5B購01
730735,泰茂統一58購01
730737,磐儀統一58購01
730804,昇達科國票55購01
730913,大宇資統一54購01
730922,昇達科統一56購01
730926,信紘科統一54購01
731007,優群統一56購01
731062,元債20元大54購01
731063,元債20元大59購01
731082,大綜統一55購02
731093,僑威統一59購01
731095,磐儀統一57購01
731162,兆利統一59購01
731168,崧騰統一56購02
731219,元債20凱基54購01
731240,金麗科元富61購01
731248,萬潤元富59購01
731257,神準統一55購01
731261,順達統一56購01
731262,順達統一56購02
731263,順達統一56購03
731264,順達統一59購01
731265,順達統一5B購01
731277,元債20凱基59購01
731332,大綜統一59購01
731336,順達統一55購02
731389,正淩統一55購01
731393,神準統一55購02
731395,博智統一55購01
731492,亞信統一56購01
731493,亞信統一59購01
731495,英濟統一5B購01
731496,振曜統一57購01
731499,順達統一57購01
731554,海韻電統一55購01
731555,順達統一59購02
731583,昇達科統一55購02
731584,群聯統一5B購01
731585,營邦統一55購01
731631,海韻電群益55購01
731670,信紘科統一59購01
731671,茂綸統一59購01
731730,順達統一59購03
731751,群聯群益55購01
731820,崧騰統一56購03
731873,茂訊統一55購01
731874,茂訊統一59購01
731875,富喬統一57購01
731877,鈊象統一59購01
731945,千附精統一59購02
731949,茂綸統一59購02
732049,系統電統一59購01
732050,信立統一59購01
732051,高鋒統一59購01
732053,博智統一56購01
732054,博智統一59購01
732055,鈊象統一57購01
732068,金山電統一56購01
732069,金山電統一59購01
732070,新復興統一55購01
732165,振曜統一56購01
732167,精剛統一59購01
732217,千附統一55購01
732268,M31統一53購01
732269,M31統一63購01
732270,千附統一53購02
732271,千附統一59購01
732272,千附統一5B購01
732273,千附精統一53購01
732274,博智統一53購03
732275,萬泰科統一59購01
732276,榮剛統一53購01
732277,精剛統一59購02
732290,順達元大53購01
732329,陽程國票53購01
732332,M31統一63購02
732333,良維統一55購01
732334,茂訊統一57購01
732335,精剛統一53購01
732371,順達元大53購02
732389,天品統一53購01
732390,天品統一53購02
732391,天品統一56購01
732399,欣銓元富53購01
732402,耀勝元富53購01
732425,天品國票53購01
732467,家登統一53購01
732468,神盾統一56購03
732509,鈊象群益54購01
732519,弘塑統一54購01
732520,神盾統一54購01
732521,萬泰科統一56購01
732544,神盾統一54購02
732545,晟德統一5A購01
732582,力旺統一54購03
732583,光焱統一54購01
732584,先進光統一54購01
732585,印能統一57購01
732586,印能統一5A購01
732587,龍巖統一54購01
732588,譜瑞統一54購01
732625,正德凱基54購01
732639,千附凱基54購01
732646,順達凱基54購01
732653,光焱統一5A購01
732654,印能統一54購01
732655,龍巖統一54購02
732656,龍巖統一54購03
732657,寶島科統一54購01
732675,元太元富54購01
732676,錦明元富54購01
732704,信驊群益54購01
732705,鈊象群益54購02
732725,群聯群益54購01
732740,華星光永豐54購01
732755,鈊象群益54購03
732773,華星光群益54購01
732792,信驊群益54購02
732814,新盛力國票54購01
732913,信驊元大54購01
732921,信驊群益54購03
732925,信驊元大54購02
732931,鈊象凱基54購01
732940,信驊群益54購04
732952,鈊象群益53購01
732996,新應材元富54購01
733008,旺矽群益54購01
733009,信驊群益54購05
733015,博智統一53購04
733025,華星光統一5B購02
733046,富喬元大54購01
733047,華星光元大54購01
733056,華星光元富55購01
733070,信驊凱基55購01
733074,鴻呈群益55購01
733083,宇峻統一55購01
733084,新應材統一55購01
733089,欣銓元大54購01
733091,華星光元大54購02
733122,精剛元富55購01
733133,振曜群益59購01
733139,廣明統一54購01
733140,叡揚統一55購01
733142,昇達科元大55購01
733150,振曜群益55購01
733155,雙鴻群益55購01
733177,昇達科統一55購03
733178,華星光統一59購04
733179,萬潤統一55購01
733183,昇達科元大55購02
733193,元債20元富55購01
733204,富喬元大55購01
733215,五福元富55購01
733222,宇峻統一55購02
733227,雙鴻凱基55購01
733236,富喬元大55購02
733243,雙鴻群益57購01
733248,宇峻統一5B購01
733264,元債20永豐55購01
733306,元太統一55購01
733307,新應材統一55購02
733308,穩懋統一55購01
733317,富喬凱基55購01
733329,新應材元大54購01
733332,大宇資統一5B購01
733333,神盾統一55購01
733334,新應材統一56購01
733335,群聯統一55購01
733336,德微統一55購02
733337,營邦統一55購02
733338,環球晶統一55購01
733339,雙鴻統一55購01
733356,大宇資統一55購01
733357,宸曜統一55購01
733358,神準統一55購03
733359,華景電統一55購01
733360,鈺太統一55購01
733375,台特化元大54購01
733376,良維元大54購01
733378,富喬元大54購02
733382,富喬永豐55購01
733396,欣銓元富55購01
733405,元太統一55購02
733406,先進光統一55購01
733407,印能統一55購01
733408,金居統一55購01
733409,金居統一55購02
733410,美琪瑪統一55購01
733411,美琪瑪統一61購01
733412,宸曜統一55購02
733413,華景電統一55購02
733414,華景電統一55購03
733415,廣運統一55購02
733416,德微統一55購03
733417,德微統一55購04
733430,良維元大54購02
733432,富喬元大54購03
733456,世禾統一55購02
733457,台燿統一55購01
733458,兆利統一55購02
733459,先進光統一55購02
733460,先進光統一5B購01
733461,先進光統一65購01
733462,系統電統一57購02
733463,金居統一55購03
733464,美琪瑪統一55購02
733465,神盾統一57購03
733466,博智統一55購02
733467,新應材統一5B購01
733468,群聯統一57購01
733469,精材統一55購01
733470,營邦統一58購01
733471,營邦統一5B購01
733476,新應材元大55購01
733483,台特化永豐54購01
733488,新應材永豐55購01
733489,台特化元富54購01
733503,良維凱基54購01
733507,新應材凱基55購01
733517,越峰國票55購01
733518,錦明國票55購01
733520,世禾統一57購01
733522,弘塑統一55購01
733523,旺矽統一54購02
733524,宣德統一55購01
733525,建榮統一55購01
733526,美琪瑪統一55購03
733527,海韻電統一55購02
733528,湧德統一55購01
733529,鈦昇統一55購01
733530,鈦昇統一55購02
733532,新應材統一55購03
733533,新應材統一58購01
733534,僑威統一56購01
733535,精材統一55購02
733536,廣運統一55購03
733537,叡揚統一55購02
733545,新應材元大55購02
733560,大學光統一5B購01
733562,弘塑統一55購02
733563,弘塑統一5B購01
733564,正基統一55購02
733565,旺矽統一55購01
733566,旺矽統一55購02
733567,東捷統一55購01
733568,波若威統一56購01
733569,宣德統一55購02
733570,宸曜統一56購01
733571,海韻電統一55購03
733572,博智統一55購03
733573,萬潤統一55購02
733574,群翊統一55購01
733575,叡揚統一55購03
733643,大學光統一55購01
733644,正基統一55購03
733645,系微統一55購03
733647,南俊統一57購01
733648,茂迪統一55購01
733649,神準統一55購04
733650,創惟統一55購02
733651,創惟統一55購03
733652,創惟統一56購01
733653,創惟統一5B購01
733654,創惟統一65購01
733655,創惟統一65購02
733656,創惟統一65購03
733657,富喬統一56購02
733658,富驊統一55購02
733677,群聯兆豐55購01
733693,台特化統一55購03
733694,高端統一55購01
733695,高端統一5B購01
733696,高端統一65購01
733698,創惟統一54購01
733699,創惟統一55購04
733700,創惟統一55購05
733701,創惟統一58購01
733702,創惟統一5C購01
733703,群聯統一55購02
733709,台特化元富54購02
733711,譜瑞元富55購01
733720,欣銓元大55購01
733746,頎邦元富55購01
733755,元太統一55購03
733756,台特化統一58購01
733757,合晶統一55購01
733758,高端統一55購02
733759,高端統一55購03
733760,高端統一65購02
733761,富喬統一55購01
733762,晶呈統一55購01
733763,漢磊統一55購01
733777,富喬兆豐55購01
733784,欣銓凱基55購01
733798,振曜統一55購01
733799,晶呈統一56購01
733800,華星光統一5B購03
733801,雍智統一55購01
733807,華星光元大53購01
733810,萬潤元大53購01
733811,元太元富55購01
733818,天品凱基53購01
733821,萬潤凱基53購01
733841,世界元富55購01
733848,天品統一55購01
733849,印能統一57購02
733850,均華統一57購01
733851,建榮統一55購02
733852,家登統一55購01
733853,晶呈統一55購02
733854,華景電統一55購04
733855,萬潤統一55購03
733856,漢磊統一55購02
733859,弘塑元大53購01
733860,良維元大53購01
733867,台特化凱基55購01
733868,欣銓凱基53購01
733873,力旺元富53購03
733884,振曜統一55購02
733885,泰茂統一55購02
733886,神盾統一55購02
733887,精測統一55購01
733888,廣運統一55購04
733889,雙鴻統一55購02
733944,新應材富邦54購01
733956,良維統一56購01
733957,旺矽統一56購02
733958,新應材統一5C購01
733959,新應材統一5C購02
733960,擎亞統一57購01
733973,良維凱基54購02
733981,均豪統一56購01
733982,威剛統一56購01
733983,富喬統一5C購01
733984,新應材統一56購02
733985,德微統一57購01
733986,雙鴻統一57購01
733991,兆利兆豐56購01
733992,系微兆豐56購01
733993,譜瑞兆豐56購01
733995,台特化群益54購01
734019,國債20凱基54購01
734030,台燿統一56購01
734033,波若威統一56購02
734035,信驊統一54購01
734041,雙鴻統一56購02
734042,騰雲統一56購01
734057,富喬元大54購04
734064,台特化元富54購03
734067,富喬元富56購01
734100,中美晶統一56購01
734101,巨有統一56購01
734102,系統電統一56購02
734103,擎亞統一56購01
734134,中美晶統一56購02
734135,巨有統一56購02
734136,擎亞統一57購02
734137,環球晶統一56購01
734138,環球晶統一56購02
734139,雙鴻統一56購03
734141,弘塑凱基54購01
734144,新應材凱基54購01
734145,群ESG凱基56購01
734152,弘塑元大54購01
734158,台燿元富56購01
734160,華星光元富56購01
734162,新應材元富56購01
734175,順達凱基54購02
734202,力致統一57購02
734203,台燿統一54購01
734204,台燿統一54購02
734205,台燿統一56購02
734206,昇達科統一56購02
734207,長聖統一56購01
734208,信立統一56購01
734209,華星光統一66購01
734210,雙鴻統一56購04
734220,信立元大54購01
734228,中美晶兆豐56購01
734230,高鋒兆豐56購01
734232,威剛兆豐56購01
734247,台燿元大54購01
734249,弘塑元大56購01
734252,前鼎元富56購01
734276,元太統一56購01
734277,台特化統一56購01
734278,台燿統一56購03
734280,先進光統一56購03
734281,竹陞統一56購02
734282,竹陞統一56購03
734283,竹陞統一56購04
734284,竹陞統一5C購01
734285,良維統一5A購01
734286,晶宏統一56購01
734287,鈦昇統一59購01
734288,新應材統一56購03
734289,鈺太統一56購01
734290,廣明統一56購02
734291,銳澤統一56購01
734292,穩懋統一56購01
734293,耀勝統一56購01
734294,耀勝統一59購01
734298,精材富邦54購01
734304,台特化凱基54購01
734307,竹陞凱基54購01
734342,世界統一56購01
734344,台特化統一56購02
734345,台特化統一56購03
734346,台特化統一57購02
734347,弘塑統一56購01
734348,光焱統一56購01
734350,竹陞統一54購02
734351,竹陞統一58購01
734352,竹陞統一5C購02
734353,旺矽統一54購03
734354,南俊統一56購01
734355,南俊統一5C購01
734356,群聯統一54購01
734357,群聯統一54購02
734358,雙鴻統一54購01
734359,穩懋統一56購02
734360,耀勝統一54購01
734363,新應材元富54購02
734364,雙鴻元富54購01
734386,鈦昇兆豐56購01
734408,台燿統一56購04
734409,台燿統一56購05
734410,光焱統一56購02
734411,宇峻統一56購01
734412,協易機統一56購01
734413,昇達科統一56購03
734414,南俊統一56購02
734415,精材統一56購01
734416,寶島科統一56購01
734417,耀勝統一56購02
734424,台燿元大54購02
734429,新應材元大54購02
734437,新應材凱基54購02
734445,台燿永豐54購01
734455,台燿凱基54購01
734463,新盛力凱基54購01
734468,智通*兆豐56購01
734487,華星光群益54購02
734498,新應材元大54購03
734505,力致統一56購01
734506,台半統一56購01
734507,台燿統一56購06
734508,台燿統一5C購01
734509,弘塑統一56購02
734510,均豪統一56購02
734511,宏碩統一56購01
734512,宏碩統一56購02
734513,系微統一56購01
734514,協易機統一58購01
734515,旺矽統一56購03
734516,金居統一56購01
734517,南俊統一54購01
734518,建榮統一56購01
734519,建榮統一5C購01
734520,智通*統一56購01
734521,智通*統一5C購01
734522,華星光統一56購02
734523,閎康統一56購01
734524,寶島科統一56購02
734525,鑫科統一56購03
734526,台燿富邦54購01
734534,台燿永豐56購01
734535,台燿永豐59購01
734543,欣銓永豐54購01
734563,群聯元富54購01
734574,中光電兆豐56購01
734591,弘塑群益54購01
734595,華星光群益54購03
734605,台燿統一56購07
734606,弘塑統一56購03
734607,兆利統一56購01
734608,兆利統一58購01
734609,合晶統一56購01
734610,均華統一54購01
734611,均豪統一54購01
734612,均豪統一54購02
734613,宜特統一56購01
734614,昇達科統一56購04
734615,欣銓統一56購01
734616,信立統一56購02
734617,智通*統一54購01
734618,智通*統一56購02
734619,閎康統一56購02
734620,新漢統一56購01
734621,擎亞統一56購02
734628,信立元大55購01
734631,神盾元大54購01
734638,力旺元富54購01
734639,台燿元富56購02
734706,智通*統一55購02
734707,智通*統一5C購02
734708,新漢統一5C購01
734709,鴻呈統一56購01
734710,雙鴻統一62購01
734743,鈊象元富56購01
734745,新漢元富56購01
734747,優群元富56購01
734780,世禾統一56購01
734781,兆利統一58購02
734782,宇峻統一5C購01
734783,均華統一5C購01
734784,信紘科統一56購01
734785,萬潤統一5C購01
734786,鴻呈統一56購02
734787,鑫科統一56購04
734791,良維元富56購01
734805,新應材元大55購03
734807,僑威元大54購01
734857,新應材元大56購01
734859,僑威元大54購02
734869,M31統一56購01
734870,弘塑統一54購02
734871,金益鼎統一56購02
734872,前鼎統一56購01
734873,前鼎統一5C購01
734874,威剛統一5C購01
734880,昇達科凱基54購01
734886,鈊象元富56購02
734892,萬泰科永豐54購01
734910,弘塑凱基56購01
734923,旺矽元大54購01
734925,欣銓元大54購02
734926,欣銓元大56購01
734937,金山電統一56購02
734938,前鼎統一56購02
734939,家登統一56購01
734940,萬泰科統一56購02
734941,雍智統一56購01
734967,旺矽永豐54購01
734991,正淩統一56購03
734992,協易機統一56購02
734993,桓達統一56購01
734994,新應材統一62購01
734995,雍智統一56購02
734996,綠界*統一56購01
735000,欣銓凱基56購01
735009,台燿元大54購03
735011,正德元大54購01
735012,良維元大54購03
735013,旺矽元大54購02
735021,雍智元大54購01
735028,新應材元富63購01
735029,新應材元富64購01
735030,雍智元富56購01
735035,新應材永豐56購01
735045,新應材富邦54購02
735046,竹陞統一56購05
735047,均豪統一56購03
735056,新復興凱基54購01
735073,博智元大54購01
735086,璟德元富56購01
735089,兆利永豐54購01
735090,信立永豐56購01
735102,友華統一56購01
735103,兆利統一56購02
735104,均豪統一56購04
735105,宏碩統一56購03
735106,綠界*統一56購02
735122,新應材凱基57購01
735181,宏碩統一56購04
735182,新復興統一56購01
735183,聖暉*統一56購01
735184,鴻呈統一56購03
735211,旺矽凱基54購01
735213,欣銓凱基54購01
735215,順達凱基53購01
735217,萬潤凱基56購01
735239,弘塑元大54購02
735257,雙鴻元大55購01
735266,信驊富邦53購01
735271,波若威統一62購01
735272,茂達統一56購01
735273,富喬統一56購03
735274,新復興統一56購02
735293,綠界*凱基53購01
735299,精材富邦54購02
735300,友華統一56購02
735301,昇佳電統一56購01
735302,茂達統一56購02
735303,富喬統一56購04
735304,華景電統一5A購01
735305,順達統一56購04
735306,順達統一5C購01
735307,廣運統一58購04
735312,弘塑元大54購03
735323,新復興元大54購01
735343,昇達科元富56購01
735344,富喬元富56購02
735352,系統電永豐54購01
735354,順達永豐53購01
735355,聖暉*永豐53購01
735370,弘塑凱基54購02
735372,旺矽凱基53購01
735375,順達凱基53購02
735387,M31統一56購02
735388,百德統一56購01
735389,系統電統一56購03
735390,昇佳電統一56購02
735391,昇佳電統一56購03
735392,東捷統一56購01
735393,弘塑兆豐53購02
735394,順達兆豐53購02
735395,雙鴻兆豐53購01
735422,泰茂永豐53購01
735424,富喬永豐53購02
735431,弘塑元大53購02
735432,弘塑元大56購02
735439,新應材元大53購04
735440,萬潤元大53購02
735444,大國鋼元富57購01
735445,華星光元富57購01
735451,富喬國票54購01
735472,萬潤元大55購01
735476,新漢兆豐54購01
735483,華星光群益54購04
735488,友華永豐56購01
735489,世禾永豐55購01
735502,元太富邦54購01
735507,台燿統一57購01
735508,巨有統一57購01
735509,兆利統一57購01
735510,朋億*統一57購01
735511,湧德統一57購02
735512,華星光統一61購03
735513,鈺太統一57購01
735518,新應材凱基55購02
735521,綠界*凱基54購01
735523,雍智兆豐57購01
735524,精材兆豐54購01
735525,環球晶兆豐54購01
735527,台特化凱基54購02
735531,原相凱基54購01
735534,萬潤凱基55購01
735556,百德統一59購01
735557,波若威統一63購01
735558,信驊統一55購01
735559,信驊統一56購02
735560,富喬統一57購02
735561,華景電統一57購01
735562,漢磊統一55購03
735563,精材統一55購03
735564,精星統一57購01
735565,廣積統一57購01
735566,環球晶統一57購01
735577,綠界*永豐54購01
735579,新應材元富54購03
735580,新應材元富57購01
735598,華星光凱基55購01
735621,萬潤元大57購01
735622,雍智元大56購01
735630,群聯富邦54購01
735636,巨有國票55購01
735646,久禾光統一57購01
735647,久禾光統一61購01
735648,久禾光統一63購01
735649,中美晶統一57購01
735650,台特化統一59購01
735651,弘塑統一57購01
735652,長佳智統一57購01
735653,信立統一57購01
735654,信紘科統一5A購01
735655,原相統一55購01
735656,桓達統一57購01
735657,彩富統一56購01
735658,彩富統一5B購01
735659,彩富統一61購01
735660,彩富統一63購01
735661,富喬統一5A購01
735662,晶焱統一57購01
735663,智冠統一57購01
735664,意德士統一57購01
735665,意德士統一61購01
735666,精材統一57購01
735675,綠界*元富57購01
735683,山富永豐55購01
735696,宇峻凱基54購01
735702,富喬凱基54購01
735714,台燿兆豐54購01
735715,欣銓兆豐54購01
735719,華星光群益55購01
735723,久禾光統一57購02
735724,久禾光統一61購02
735725,均華統一54購02
735726,均華統一57購02
735727,長佳智統一57購02
735728,高鋒統一57購01
735729,彩富統一56購02
735730,彩富統一57購01
735731,彩富統一57購02
735732,彩富統一57購03
735733,新復興統一57購01
735734,群聯統一57購02
735743,萬潤元大57購02
735754,信驊元富57購01
735756,華景電元富54購01
735758,群翊元富57購01
735786,宇峻元大55購01
735789,良維元大57購01
735791,旺矽元大55購01
735797,富喬元大55購03
735804,雍智元大55購01
735807,雙鴻元大56購01
735809,生合國票54購01
735814,意藍國票54購01
735842,旺矽永豐54購02
735844,原相永豐55購01
735847,元太統一55購04
735848,生合統一63購01
735849,均華統一63購01
735850,宏捷科統一57購01
735851,宏觀統一57購01
735852,宏觀統一61購01
735853,旺矽統一61購01
735854,信紘科統一57購01
735855,南俊統一61購01
735856,茂迪統一57購01
735857,智通*統一56購03
735858,智通*統一57購01
735859,群翊統一57購01
735860,穩懋統一57購01
735871,萬潤凱基57購01
735876,台燿元大54購04
735907,信紘科元富54購01
735909,振曜元富57購01
735912,信驊富邦54購01
735915,營邦富邦54購01
735916,宏捷科統一55購01
735917,宏捷科統一57購02
735918,宏觀統一57購02
735919,旺矽統一56購04
735920,欣銓統一57購01
735921,南俊統一57購02
735922,茂迪統一57購02
735923,創惟統一59購01
735924,富驊統一57購01
735925,雙鴻統一59購01
735926,穩懋統一57購02
735932,華星光群益55購02
735937,山富凱基54購01
735941,旺矽凱基54購02
735946,弘塑群益54購02
735952,精材國票54購01
735956,波若威元富54購01
735962,五福統一57購01
735963,旺矽統一57購01
735964,茂訊統一57購02
735974,弘塑元大57購01
735975,宇峻元大57購01
