股票代號,股票名稱,收盤價,MA5,MA20,MA60,成交量,成交值,量MA5,RSI,5日漲幅
3594,磐儀,53.5,52.24,52.65,46.48,816575,43686762,601319,57.47,10.42
3597,映興,27.95,28.02,26.71,24.79,207159,5790094,273527,60.89,2.57
3609,三一東林,27.1,28.53,25.64,27.11,293564,7955584,359719,51.93,-6.71
3611,鼎翰,187.5,187.5,188.68,188.74,34300,6431250,50759,45.74,0.0
3615,安可,47.3,48.28,38.9,34.73,10650694,503777818,15056057,65.48,11.95
3623,富晶通,23.0,23.63,23.15,23.58,79605,1830915,124846,48.01,0.44
3624,光頡,94.0,92.9,72.87,58.73,6466961,607894334,5533757,85.51,4.44
3625,西勝,14.4,14.63,15.04,16.44,417434,6011049,394909,37.53,0.0
3628,盈正,66.0,65.22,65.92,66.7,78917,5208522,97247,49.77,6.62
3629,地心引力,16.0,16.52,16.72,17.7,65152,1042432,18430,42.41,-3.03
3630,新鉅科,26.15,27.02,26.79,28.6,791210,20690141,936235,41.53,-2.24
3631,晟楠,37.4,37.67,38.7,32.5,283650,10608510,226747,53.15,-1.71
3632,研勤,8.74,7.74,8.21,9.04,84278,736589,36612,58.37,15.3
3646,艾恩特,23.85,23.47,23.4,23.82,51805,1235549,24561,56.74,3.02
3663,鑫科,89.9,88.72,75.99,71.34,5247818,471778846,10152089,66.78,14.38
3664,安瑞-KY,7.67,8.44,7.84,9.78,15306,117397,36661,45.3,-6.8
3666,光耀,28.8,27.82,27.47,26.48,151581,4365532,196980,63.64,7.66
3672,康聯訊,11.25,11.18,11.48,11.43,19111,214998,59061,48.37,1.35
3675,德微,365.0,333.8,265.9,220.82,1797604,656125460,2424424,81.93,17.17
3680,家登,557.0,570.6,564.05,460.57,4130877,2300898489,3005114,54.36,10.08
3684,榮昌,59.0,60.7,59.59,59.96,111446,6575314,144591,47.55,-2.64
3685,元創精密,28.9,28.94,29.16,30.63,388022,11213835,527208,47.05,7.24
3687,歐買尬,67.5,68.64,66.24,67.92,98560,6652800,198840,51.31,-3.3
3689,湧德,130.5,124.9,126.35,121.61,7386917,963992668,3363419,57.4,10.13
3691,碩禾,155.5,148.6,141.12,123.96,5708068,887604574,3338873,62.97,11.87
3693,營邦,587.0,587.2,595.4,552.72,1214003,712619761,1461291,50.36,16.47
3707,漢磊,89.3,84.28,76.03,62.46,40882801,3650834254,27535250,69.08,22.66
3709,鑫聯大投控,86.3,88.22,84.62,75.18,3203525,276464217,3349534,56.56,3.48
3710,連展投控,6.25,6.28,6.42,6.52,448004,2800025,441887,45.63,1.3
3713,新晶投控,15.6,13.74,13.94,15.7,466003,7269646,213215,62.51,20.0
4102,永日,17.0,17.26,17.52,18.73,64263,1092471,85653,33.35,0.0
4105,東洋,73.2,73.78,74.41,76.29,1079288,79003878,666728,39.56,-1.08
4107,邦特,113.5,115.6,116.92,118.42,331323,37605160,176915,33.57,-2.58
4109,加捷生醫,11.2,11.36,11.44,12.33,189124,2118188,188911,36.62,-5.08
4111,濟生,30.0,29.99,29.96,29.61,132664,3979920,105051,53.76,-1.15
4113,聯上,14.5,15.01,14.96,16.5,181098,2625921,319029,39.2,-3.33
4114,健喬,30.25,30.57,30.77,31.11,1927848,58317402,1204109,33.17,-1.31
4116,明基醫,37.45,37.72,38.55,39.52,81618,3056594,51323,33.58,0.67
4120,友華,44.4,45.39,46.28,46.3,53212,2362612,48045,26.46,-4.1
4121,優盛,14.05,14.36,14.33,16.06,144713,2033217,222420,39.87,-0.71
4123,晟德,37.25,38.06,38.33,40.94,2766723,103060431,2500890,36.21,-2.49
4126,太醫,79.1,79.18,79.56,80.15,34307,2713683,87245,41.82,-1.0
4127,天良,66.7,64.8,47.97,40.21,493109,32890368,1807534,77.17,28.27
4128,中天,14.3,15.14,15.12,16.37,1848560,26434408,2722902,37.21,-2.05
4129,聯合,90.0,90.48,94.49,101.2,277258,24953220,529897,29.38,-0.66
4130,健亞,26.25,26.71,27.37,30.75,241290,6333862,231908,34.1,-3.85
4131,浩泰,33.05,34.13,35.05,35.71,16103,532204,52233,29.08,-5.84
4138,曜亞,50.9,51.4,53.01,58.48,24376,1240738,48006,26.76,-1.74
4139,馬光-KY,23.05,23.37,23.66,24.12,17764,409460,16989,42.74,-1.71
4147,中裕,47.85,49.1,49.59,51.4,1439728,68890982,1286580,42.05,-2.05
4153,鈺緯,30.7,30.7,30.5,32.13,38676,1187353,22379,45.53,-0.16
4154,樂威科-KY,13.2,13.75,13.22,12.91,22000,290399,20276,47.89,-8.01
4157,太景*-KY,9.02,9.15,9.41,10.54,2109666,19029188,1540839,30.01,0.0
4160,訊聯基因,41.05,41.03,42.38,44.64,179667,7375330,100400,38.4,-2.84
4161,聿新科,23.05,23.34,23.27,24.24,129567,2986519,91816,39.5,-1.28
4162,智擎,54.1,55.68,55.88,57.44,425167,23001534,439633,38.68,-3.39
4163,鐿鈦,116.0,109.5,104.65,105.53,355629,41252964,157797,60.78,3.11
4166,友霖,23.55,23.95,25.5,25.34,394773,9296903,492164,33.55,-6.18
4167,松瑞藥,18.95,19.08,18.96,19.83,723534,13710969,839201,44.74,0.26
4168,醣聯,28.25,27.15,24.46,24.06,870495,24591483,614037,74.0,12.55
4171,瑞基,17.75,18.07,18.38,18.88,217678,3863784,138289,37.13,-3.01
4173,久裕,18.0,18.22,18.49,19.77,152690,2748420,124975,22.03,-1.64
4174,浩鼎,28.65,30.5,32.42,35.99,660422,18921090,634772,21.61,-11.44
4175,杏一,54.0,53.28,53.61,54.45,55333,2987982,33576,51.33,1.69
4183,福永生技,13.1,12.83,13.41,14.95,4000,52400,24000,37.8,5.22
4188,安克,11.25,11.27,11.55,12.26,63305,712181,53915,35.84,0.9
4192,杏國,19.95,19.93,20.28,20.34,12578,250931,13221,44.86,-0.25
4198,欣大健康,39.8,39.31,38.47,38.83,9120,362975,11094,56.07,4.19
4205,中華食,72.7,72.88,73.49,75.75,39563,2876229,27880,29.11,-0.68
4207,環泰,19.35,19.4,18.59,18.92,235075,4548701,257034,63.45,0.52
4303,信立,47.35,48.57,50.26,53.5,1080320,51153150,861623,36.0,-1.97
4304,勝昱,27.15,27.93,29.37,28.77,12101,328542,18461,36.04,-3.38
4305,世坤,44.1,44.15,44.03,43.81,18003,793932,5401,52.15,-0.34
4401,東隆興,13.7,13.84,14.15,14.71,88530,1212860,128862,33.47,-4.2
4402,郡都開發,11.75,11.86,12.77,15.67,62366,732800,64368,30.28,3.07
4406,新昕纖,9.95,9.99,10.01,10.03,10000,99499,77200,45.66,-0.5
4413,飛寶企業,16.9,17.36,18.26,18.13,5116,86460,15432,28.55,-6.11
4416,三圓,10.75,11.38,12.04,13.87,1508666,16218159,1296178,33.9,-4.87
4417,金洲,45.55,44.89,45.79,48.85,209011,9520450,244618,41.57,1.56
4419,皇家美食,45.3,45.4,45.99,46.5,7005,317326,15193,45.16,-1.52
4420,光明,38.15,38.93,40.46,44.52,126633,4831049,114987,22.9,-4.62
4430,耀億,17.1,16.9,17.04,17.72,79955,1367230,34069,48.68,1.48
4432,銘旺實,16.8,17.03,15.69,15.37,42235,709547,63493,64.55,0.0
4433,興采,21.5,20.83,20.42,20.65,156474,3364191,60484,64.5,4.88
4442,竣邦-KY,50.7,51.08,53.25,57.23,146025,7403467,138607,28.04,-0.59
4502,健信,15.85,15.82,15.9,15.83,47311,749879,32015,49.76,0.63
4503,金雨,39.1,42.04,43.57,40.81,488185,19088032,332377,36.71,-6.68
4506,崇友,117.5,118.3,118.3,118.04,198807,23359822,88109,43.98,-0.84
4510,高鋒,48.45,49.51,48.15,45.18,6702484,324735354,5795228,52.18,4.31
4513,福裕,13.95,14.52,14.73,16.21,515920,7197083,510535,32.12,-4.45
4523,永彰,28.7,28.65,29.49,30.55,175121,5025972,171843,41.23,3.05
4527,方土霖,44.5,44.18,43.42,42.75,55023,2448523,53745,67.24,1.95
4528,江興鍛,15.35,15.6,15.72,16.97,50409,773778,37419,37.38,-0.65
4529,淳紳,5.13,5.46,5.22,4.08,154001,790025,135000,52.35,-15.62
4530,宏易,25.0,25.35,25.51,27.59,5012,125300,5680,40.89,-0.79
4533,協易機,32.0,33.22,31.85,31.99,5448624,174355968,5796466,50.21,0.95
4534,慶騰,25.75,25.06,23.86,25.64,1455561,37480695,1649497,57.05,18.39
4535,至興,27.0,27.26,27.43,27.82,37083,1001241,20031,36.75,-2.35
4538,大詠城,18.7,18.54,18.42,18.69,111481,2084694,57911,60.07,1.91
4541,晟田,44.2,44.09,45.65,44.4,1054880,46625696,767234,45.72,2.43
4542,科嶠,271.5,269.9,227.68,189.39,1296441,351983731,2394529,68.42,15.04
4543,萬在,38.2,38.95,38.91,35.23,340780,13017796,331568,51.21,0.39
4549,桓達,103.5,104.5,101.34,97.82,238789,24714661,344552,54.77,2.99
4550,長佳,25.0,24.89,24.59,24.83,17334,433350,25691,55.92,0.81
4554,橙的,30.85,31.28,30.78,29.18,27976,863059,79060,52.3,-0.32
4556,旭然,38.7,39.72,40.21,32.97,380103,14709986,318870,51.81,0.26
4558,寶緯,20.0,19.89,19.68,19.45,60000,1200000,67800,54.31,1.78
4561,健椿,48.8,50.14,47.2,38.49,1803035,87988106,1100686,59.47,2.31
4563,百德,48.6,49.54,49.03,45.26,344033,16720003,312715,52.85,2.21
4568,科際精密,40.55,40.29,40.52,41.59,2050,83127,8010,46.11,0.37
4577,達航科技,128.5,132.1,142.45,124.21,1431740,183978590,1676407,44.88,8.9
4580,捷流閥業,82.4,82.5,81.78,80.69,99835,8226404,87817,57.48,1.1
4584,君帆,43.1,45.2,42.3,42.62,22000,948199,19671,51.3,2.74
4609,唐鋒,5.2,5.4,5.24,4.99,42000,218399,12207,50.31,-5.45
4702,中美實,9.69,9.74,9.73,9.92,123177,1193585,96467,44.96,0.31
4706,大恭,31.2,31.06,31.7,31.08,6010,187512,11409,46.92,-0.48
4707,磐亞,15.0,14.81,15.06,13.03,1311034,19665510,1610571,53.86,4.9
4711,永純,17.1,16.77,16.35,15.95,689549,11791288,382615,61.58,4.27
4714,永捷,13.65,13.63,14.13,14.75,1907799,26041455,2193922,43.96,4.6
4716,大立,14.65,14.93,14.91,14.77,534589,7831728,424315,46.01,1.38
4721,美琪瑪,90.4,90.02,90.29,80.18,1131437,102281906,1149346,54.38,8.0
4726,永昕,27.25,27.96,28.61,30.31,217761,5933987,291738,32.87,-3.54
4728,雙美,380.0,382.4,383.3,388.64,4609,1751420,8532,37.64,-1.17
4729,熒茂,24.0,24.56,21.79,20.86,1280060,30721440,2472852,61.64,1.69
4735,豪展,30.9,31.01,30.56,30.71,32622,1008019,35085,54.09,0.49
4741,泓瀚,62.6,62.28,59.82,45.01,908364,56863585,1465465,59.2,17.01
4743,合一,50.8,52.08,51.99,52.91,2383472,121080375,3977015,45.73,3.67
4744,皇將,34.15,34.03,33.28,33.56,197234,6735541,233876,56.15,1.34
4745,合富-KY,16.1,16.43,18.58,19.04,113564,1828380,131512,24.24,-3.3
4747,強生,56.5,56.52,55.93,55.14,76763,4337109,34153,53.24,-1.4
4749,新應材,1115.0,1134.0,1068.85,965.07,2521881,2811897315,2616265,57.39,12.17
4754,國碳科,38.1,38.11,37.77,37.71,22443,855078,42957,54.88,0.26
4760,勤凱,387.0,361.7,299.0,240.57,1854938,717861006,1820084,73.54,37.23
4767,誠泰科技,26.7,26.69,26.61,26.05,16000,427200,10000,52.83,0.56
4768,晶呈科技,504.0,472.7,476.02,473.95,3293892,1660121568,2315355,58.09,24.29
4772,台特化,302.5,302.9,306.12,307.27,3025928,915343220,1804074,47.98,4.49
4804,大略-KY,3.27,3.27,3.27,4.25,0,0,0,22.48,0.0
4806,桂田文創,9.96,10.06,10.28,10.82,28483,283690,21521,41.54,-0.4
4903,聯光通,44.9,46.31,45.83,45.71,3897860,175013919,3298149,46.17,1.24
4905,台聯電,79.0,79.68,79.38,78.54,35022,2766738,40213,47.84,3.0
4907,富宇,35.75,37.4,38.08,39.55,180503,6452982,119168,27.24,-6.9
4908,前鼎,259.5,269.9,242.68,163.51,4658995,1209009202,4339676,61.32,5.06
4909,新復興,53.7,54.22,53.77,58.32,1007141,54083472,1566468,47.09,6.13
4911,德英,31.9,31.79,32.96,35.05,21399,682628,41512,37.64,0.16
4923,力士,49.65,42.95,38.19,35.57,939263,46634409,2080931,80.82,32.22
4924,欣厚-KY,11.5,12.11,11.02,10.61,225479,2593008,218895,54.08,2.68
4931,新盛力,207.0,210.1,185.4,155.73,11678298,2417407686,12761761,62.86,9.23
4933,友輝,74.7,74.04,71.49,63.69,1045135,78071581,1193590,67.14,3.03
4939,亞電,43.15,40.8,40.77,35.96,26724969,1153182453,7791442,62.67,14.91
4946,辣椒,101.0,105.1,106.95,119.42,88116,8899716,57234,35.66,-4.72
4950,金耘國際,16.3,16.86,17.17,16.23,48767,794902,30343,45.01,-0.91
4951,精拓科,124.5,132.7,126.98,90.16,2281671,284068039,2515050,55.94,1.22
4953,緯軟,119.5,121.4,119.85,117.19,333535,39857432,416217,49.87,2.14
4966,譜瑞-KY,870.0,815.8,718.85,588.95,3638342,3165357540,2168426,73.49,14.93
4971,IET-KY,744.0,741.0,747.05,638.1,288737,214820328,255060,52.34,6.29
4972,湯石照明,16.45,16.42,16.44,17.11,52068,856518,64713,37.4,0.0
4973,廣穎,139.0,121.3,107.89,83.05,2775560,385802840,6375629,76.15,27.52
4974,亞泰,75.8,75.92,74.13,72.38,444000,33655201,348058,61.18,2.85
4979,華星光,628.0,637.2,624.6,510.8,16205957,10177340996,4191450,54.02,11.74
4987,科誠,81.6,81.6,81.53,81.27,0,0,4024,63.55,0.12
4991,環宇-KY,783.0,809.4,717.95,550.67,5498906,4305643398,3705178,58.38,11.86
4995,晶達,44.9,47.5,45.09,42.61,149152,6696925,165248,50.54,-0.66
5009,榮剛,35.15,35.77,35.86,33.93,3752216,131890398,3726270,49.93,-0.71
5011,久陽,18.7,17.54,15.65,14.62,3031775,56694194,1954230,72.19,24.25
5013,強新,28.45,27.78,27.96,29.13,4391,124923,12436,51.48,7.16
5014,建錩,10.95,10.78,10.15,10.32,418652,4584239,618613,64.59,7.35
5015,華祺,24.0,23.39,22.89,24.81,77845,1868280,91599,56.15,9.09
5016,松和,26.1,26.06,25.59,26.64,159683,4167726,291636,49.68,5.24
5201,凱衛,28.3,28.76,29.72,35.33,66302,1876346,137670,20.01,-3.9
5202,力新,11.35,11.75,12.45,13.31,297549,3377181,231796,27.78,-2.58
5205,中茂,23.85,23.55,22.55,26.05,1000,23850,6266,51.64,7.43
5206,坤悅,21.75,22.29,23.23,26.13,70089,1524435,120239,25.14,-4.81
5209,新鼎,169.0,168.0,165.5,166.38,52853,8932157,65571,64.25,2.74
5210,寶碩,27.25,26.85,26.35,23.49,564407,15380090,359896,61.57,0.18
5211,蒙恬,17.75,17.84,19.43,21.36,69438,1232524,184822,32.23,-0.56
5212,凌網,46.0,46.25,46.94,50.11,32450,1492700,16697,35.37,-0.65
5213,亞昕,26.35,26.47,26.03,26.45,987423,26018596,989212,52.56,0.96
5220,萬達光電,23.3,23.29,21.64,20.34,138114,3218056,212032,63.64,6.64
5223,安力-KY,25.5,25.14,24.81,26.56,60100,1532550,109022,53.6,6.47
5227,立凱-KY,24.65,25.38,22.93,23.35,236983,5841630,303178,58.76,-3.71
5228,鈺鎧,57.5,54.28,44.64,32.5,378432,21759840,432845,77.29,14.77
5230,雷笛克光學,16.5,16.97,16.95,16.88,162184,2676036,174240,41.65,-4.35
5236,凌陽創新,186.0,183.2,169.5,147.88,454283,84496638,606898,68.62,8.14
5245,智晶,25.8,26.35,25.44,25.3,153556,3961744,212314,51.92,-2.09
5251,天鉞電,26.8,26.99,27.79,29.5,133208,3569974,132771,39.53,-0.56
5263,智崴,107.0,110.0,104.22,98.53,320669,34311583,311252,56.83,-3.17
5272,笙科,22.8,23.0,23.38,23.06,251724,5739307,299370,46.25,2.01
5274,信驊,18230.0,17483.0,17280.75,13801.75,321248,5856351040,266651,62.21,17.16
5276,達輝-KY,19.9,19.56,19.85,17.26,51251,1019894,45522,54.49,6.7
5278,尚凡*,22.45,23.66,23.61,24.42,456988,10259380,600271,38.31,-5.87
5287,數字,149.5,150.8,151.3,159.86,103433,15463233,108861,34.7,-0.66
5289,宜鼎,1700.0,1702.0,1632.5,1232.37,4145924,7048070800,3472657,60.68,1.49
5291,邑昇,73.6,76.08,70.16,66.46,1017609,74896020,2811201,54.54,2.65
5299,杰力,119.0,114.9,100.7,86.15,5438421,647172099,2595382,70.82,13.88
5301,寶得利,6.71,6.78,7.53,8.87,51915,348349,27618,26.02,-1.61
5302,太欣,9.96,10.08,10.69,11.13,605499,6030770,635598,38.62,0.81
5309,系統電,68.5,68.64,65.28,61.53,14971893,1025574670,12522497,60.7,1.18
5310,天剛,23.75,23.84,24.01,25.52,19010,451487,19040,44.82,-3.26
5312,寶島科,93.7,93.74,95.59,97.25,35152,3293742,58685,37.02,-0.85
5314,世紀*,62.3,65.36,69.26,74.81,3021973,188268915,5338593,35.19,-7.84
5315,光聯,21.9,22.05,22.08,22.64,363506,7960781,422874,42.09,1.15
5321,美而快,51.7,43.15,28.72,25.87,198931,10284732,1013869,94.53,60.56
5324,士開,11.95,11.93,11.26,11.24,387559,4631329,351955,68.12,0.0
5328,華容,35.55,35.26,29.52,27.03,31410778,1116653133,34765983,72.42,15.05
5340,建榮,103.0,105.3,109.36,110.95,2912788,300017164,3567525,43.44,3.31
5344,立衛,15.7,15.99,16.21,15.1,54129,849825,104656,47.84,0.64
5345,馥鴻,18.6,19.18,20.94,22.37,5623,104587,30288,19.04,-11.43
5347,世界,166.0,165.0,164.05,137.0,32348400,5369834400,31860833,56.65,4.4
5348,正能量智能,15.2,16.56,15.79,16.67,4311,65527,3863,41.99,-1.94
5351,鈺創,82.6,80.52,79.34,71.11,27148516,2242467380,24953761,57.1,11.02
5353,台林,27.0,26.52,26.31,25.33,131530,3551310,120834,64.6,4.65
5355,佳總,6.49,6.45,6.66,6.83,172010,1116344,111020,45.48,1.41
5356,協益,27.0,26.9,26.73,25.79,51734,1396818,118906,60.11,2.27
5364,力麗店,8.65,8.86,9.44,10.91,435352,3765794,218700,17.71,-5.46
5371,中光電,71.5,72.26,70.84,75.19,4342705,310503407,4565709,47.87,1.42
5381,合正,26.2,26.05,24.97,26.67,1310568,34336882,1225188,55.68,5.86
5386,青雲,587.0,529.4,457.32,367.03,3180259,1866812033,2936168,71.68,36.67
5392,能率,41.35,42.77,42.0,39.69,3663161,151471701,4150149,50.21,0.0
5398,慕康生醫,17.05,17.52,19.3,20.72,76286,1300676,139566,18.45,-11.66
5403,中菲,84.5,85.4,89.63,98.08,187536,15846792,152825,23.49,-1.74
5410,國眾,38.35,38.45,36.57,32.84,767155,29420393,757284,69.39,1.32
5425,台半,104.5,94.82,78.7,65.28,68765555,7186000497,44862237,78.79,20.25
5426,振發,18.4,18.79,18.18,19.02,594226,10933758,594674,48.9,1.94
5432,新門,137.0,141.5,142.7,140.75,98048,13432576,99954,43.45,-3.86
5438,東友,19.3,19.08,19.08,19.59,627668,12113991,241865,52.43,4.32
5439,高技,385.5,385.1,388.18,340.12,2996691,1155224380,2656452,52.29,5.76
5443,均豪,126.5,125.4,126.3,111.99,5336584,675077876,7454972,54.11,8.58
5450,南良,12.5,12.79,12.82,13.84,61391,767387,67186,35.62,0.0
5452,佶優,32.85,33.72,32.88,33.42,1531285,50302709,2779174,48.99,3.46
5455,昇益,22.55,23.24,24.59,24.71,3045,68664,33435,32.07,-6.82
5457,宣德,29.45,29.69,33.26,34.95,1516798,44669702,1275476,34.89,6.13
5460,同協,15.05,15.34,15.11,14.9,65425,984646,75763,47.96,-1.31
5464,霖宏,71.1,71.76,56.46,37.98,422761,30058306,590997,80.24,5.33
5465,富驊,26.8,25.43,24.99,25.92,333362,8934101,200697,64.68,11.2
5468,凱鈺,17.3,17.68,17.79,17.74,116600,2017179,68842,42.66,1.76
5474,聰泰,165.0,169.0,165.4,147.68,393918,64996470,607143,55.17,-0.3
5475,德宏,286.5,292.6,320.9,277.05,5195153,1488411334,3986286,44.32,3.06
5478,智冠,97.0,98.36,97.59,101.41,163814,15889958,139030,41.98,-2.51
5481,新華,19.15,19.53,20.21,21.35,113269,2169101,130105,27.57,-3.28
5483,中美晶,162.0,154.1,146.65,127.74,31643881,5126308722,21990917,63.94,20.0
5487,通泰,27.3,27.31,27.99,28.06,83530,2280368,110126,43.69,-1.62
5488,松普,11.85,11.79,10.66,10.24,889215,10537198,1438059,70.45,1.28
5489,彩富,39.15,39.7,40.15,40.18,70837,2773268,54367,34.47,-0.89
5490,同亨,28.75,29.22,28.32,27.36,437701,12583903,808456,56.22,1.23
5493,三聯,90.2,91.94,90.68,85.42,356829,32185974,272206,51.72,-0.44
5498,凱崴,68.8,67.4,70.63,65.47,7753005,533406767,7498216,50.09,12.23
5508,永信建,46.8,47.58,48.57,50.78,662627,31010943,516178,34.61,-3.41
5511,德昌,72.0,71.58,71.31,71.53,208663,15023736,255853,54.48,-0.14
5512,力麒,6.96,6.93,6.97,7.6,1589300,11061528,1588436,38.98,1.46
5514,三豐,14.7,15.07,15.36,15.75,151010,2219846,69948,26.08,-3.61
5516,雙喜,10.25,10.49,10.93,12.23,24063,246645,66665,32.49,-6.82
5520,力泰,82.2,82.2,81.34,83.87,26202,2153804,8440,53.2,0.24
5523,豐謙,30.45,30.39,30.33,30.19,205171,6247457,101447,61.32,0.66
5529,鉅陞,22.8,24.02,22.68,24.38,90687,2067663,216742,46.04,-10.76
5530,龍巖,46.4,46.98,46.44,46.98,1025247,47571462,902658,48.95,-0.64
5536,聖暉*,1110.0,990.0,927.95,809.62,3792205,4209347550,2033700,71.86,21.18
5543,桓鼎-KY,30.4,30.09,29.6,27.95,17000,516799,27769,62.81,5.01
5547,久舜,21.55,21.55,21.55,22.04,29064,626329,38157,47.28,0.23
5548,安倉,23.3,23.44,23.51,23.89,27116,631802,41858,40.24,-1.27
5601,台聯櫃,33.1,34.48,35.18,36.07,55177,1826358,18492,17.53,-5.7
5603,陸海,15.15,15.44,15.86,16.76,143787,2178372,230728,20.5,-4.11
5604,中連,31.4,31.35,31.68,33.67,24960,783743,27654,35.61,-0.79
5609,中菲行,80.2,80.44,79.44,79.19,205812,16506121,191252,56.11,0.25
5701,劍湖山,3.31,3.36,3.39,3.54,67786,224371,51236,41.34,-2.65
5703,亞都,13.5,13.69,13.88,14.08,1000,13500,8045,34.74,-3.57
5704,老爺知,21.15,21.25,21.43,21.73,20100,425114,33498,40.0,-0.47
5864,致和證,38.6,34.59,32.32,27.28,13023744,502716498,7677950,76.22,23.13
5878,台名,40.7,40.8,40.72,41.13,14240,579568,11848,46.29,0.49
5902,德記,36.8,37.3,37.74,38.43,297213,10937438,106053,31.41,-2.13
5903,全家,187.5,187.7,188.92,190.28,50576,9483000,47798,31.29,-0.53
5904,寶雅,557.0,559.2,564.55,528.07,450570,250967490,393937,52.84,0.0
5905,南仁湖,7.83,7.99,8.13,8.15,871706,6825457,569690,42.54,-2.37
6015,宏遠證,17.95,16.27,15.43,14.14,15451918,277361939,6041863,74.83,23.79
6016,康和證,26.7,23.97,22.2,18.91,25599070,683495188,11125745,81.9,22.48
6020,大展證,23.5,22.13,21.1,19.89,308289,7244791,90059,72.03,11.37
6021,美好證,34.9,32.72,33.02,31.62,630249,21995691,284698,66.0,12.22
6023,元大期,98.8,98.3,99.08,97.43,198312,19593226,156765,51.66,1.33
6026,福邦證,16.45,15.69,15.73,14.96,8371857,137717054,3122882,65.96,9.3
6101,寬魚國際,40.6,40.08,39.37,38.74,185043,7512745,629439,58.73,4.91
6103,合邦,37.2,37.27,38.65,40.74,1000,37200,660,38.75,-1.85
6104,創惟,99.0,101.6,99.48,95.78,2290461,226755639,2272863,51.0,2.38
6109,亞元,10.65,10.78,11.5,11.84,313801,3341980,299099,34.51,0.0
6111,光聚晶電,45.4,46.33,46.88,45.15,359270,16310858,410482,44.08,-2.37
6113,亞矽,26.9,26.73,24.57,22.36,557144,14987173,1004318,66.4,8.91
6114,久威,29.8,30.41,30.58,30.34,132089,3936252,83666,44.31,0.0
6118,建達,17.95,18.44,17.77,17.78,549596,9865248,1108961,50.89,2.87
6121,新普,396.5,387.5,375.75,355.82,966748,383315582,678314,66.77,5.45
6122,擎邦,46.85,47.37,48.16,49.91,430406,20164520,253495,33.97,-1.26
6123,上奇,43.05,44.11,44.43,43.38,114192,4915965,80716,40.29,-2.49
6124,業強,29.75,29.6,29.9,31.44,75147,2235623,90051,47.63,3.3
6125,廣運,65.8,63.12,59.3,57.97,5795902,381370369,5373130,64.76,20.29
6126,信音,35.1,35.89,33.68,32.51,2287446,80289351,2899770,58.3,3.08
6127,九豪,56.9,54.32,49.16,44.41,39101622,2224882351,35807254,68.08,9.21
6129,普誠,15.25,15.62,16.07,15.83,688738,10503254,704050,42.47,2.01
6130,上亞科技,22.05,22.28,23.09,27.11,117126,2582628,200461,35.23,-0.45
6134,萬旭,33.3,32.16,31.6,31.13,1095377,36476053,704739,60.74,10.45
6138,茂達,355.5,339.1,288.9,247.01,3001102,1066891761,3220953,71.18,15.24
6140,訊達,19.55,19.84,20.11,20.0,96806,1892557,118115,47.24,1.03
6143,振曜,100.0,98.62,95.01,96.42,1365623,136562300,969624,60.1,5.04
6144,得利影,14.55,14.77,14.85,15.98,12619,183606,28924,39.96,-2.68
6146,耕興,223.0,220.8,219.52,208.42,1050652,234295396,572038,56.95,3.0
6147,頎邦,265.0,240.1,202.22,124.93,81840976,21687858640,63889399,82.5,22.97
6148,驊宏資,28.5,28.82,29.85,32.56,214336,6108576,187105,35.92,1.24
6150,撼訊,66.8,68.72,66.24,59.9,1261726,84283300,879381,53.52,1.21
6151,晉倫,44.7,47.26,41.12,35.26,1720668,76913860,2565695,59.77,5.55
6154,順發,13.35,13.45,13.15,13.34,24260,323871,79094,53.65,1.14
6156,松上,18.6,18.99,19.43,19.8,668206,12428631,782368,40.67,1.09
6158,禾昌,18.0,18.05,18.35,18.64,131576,2368368,88726,38.55,0.28
6160,欣技,16.15,16.25,16.12,16.1,174380,2816236,133037,49.81,0.62
6161,捷波,60.1,57.8,48.4,43.77,3311945,199047889,2698105,72.02,17.84
6163,華電網,50.2,51.88,55.54,58.14,3930737,197323000,3546427,38.11,0.8
6167,久正,11.9,12.05,11.93,12.96,740205,8808439,1171292,46.31,5.31
6169,昱泉,13.7,14.26,15.47,16.36,53872,738046,31432,26.35,-5.19
6170,統振,50.3,50.34,50.99,50.78,220067,11069369,237397,42.25,0.2
6171,大城地產,23.35,23.63,24.19,25.93,16257,379600,42351,28.05,-3.11
6173,信昌電,226.0,205.8,148.39,95.19,1561527,352905102,1355835,85.61,41.69
6174,安碁,46.65,46.12,40.45,29.44,3990114,186138824,7204946,68.67,7.36
6175,立敦,97.4,91.56,74.57,59.3,10808186,1052717332,14819920,85.71,19.51
6179,亞通,23.8,24.93,24.33,25.08,1979575,47113883,2149799,44.33,-3.25
6180,橘子,39.95,39.75,39.21,42.43,874600,34940270,751636,49.34,1.78
6182,合晶,90.2,76.98,58.54,43.12,209855088,18928928297,60901012,89.1,55.79
6185,幃翔,13.8,14.02,13.96,14.05,255239,3522298,234112,42.17,-1.78
6186,新潤,39.35,39.76,39.72,40.6,989877,38951658,973927,44.57,-1.63
6187,萬潤,1130.0,1145.0,1164.0,979.0,3059786,3457558180,2342641,50.56,4.15
6188,廣明,83.9,85.12,84.57,88.6,2628659,220544494,2912507,46.6,3.97
6190,萬泰科,80.4,79.44,77.15,63.73,9356994,752302331,8171772,65.68,3.61
6194,育富,34.5,34.24,32.83,32.56,116871,4032049,356015,65.9,6.81
6195,詩肯,26.1,26.17,25.26,24.92,47608,1242568,52811,56.04,-0.19
